num_nodes,removal_percent,graph_id,file_graph_id,true_mis,mis_min_degree,mis_random,mis_prob,mis_low_neighbor_prob,mis_prob_model,mis_low_neighbor_prob_model
10,45,181,10,3,3,2.8,3,3,3,3
10,45,182,11,4,4,3.4,4,4,4,4
10,45,183,12,3,3,3.0,3,3,3,3
10,45,184,13,4,4,3.4,4,4,4,4
10,45,185,14,3,3,3.0,3,3,3,3
10,45,186,15,3,3,2.8,3,3,3,3
10,45,187,16,4,4,2.6,4,4,4,4
10,45,188,17,5,5,2.8,5,5,5,5
10,45,189,18,3,3,2.6,3,3,3,3
10,45,190,19,3,3,2.6,3,3,3,3
10,45,191,2,3,3,3.0,3,3,3,3
10,45,192,20,3,3,2.8,3,3,3,3
10,45,193,21,3,3,2.8,3,3,3,3
10,45,194,22,3,3,3.0,3,3,3,3
10,45,195,23,4,4,2.2,4,4,4,4
10,45,196,24,3,3,2.8,3,3,3,3
10,45,197,25,4,4,2.6,4,4,4,4
10,45,198,26,4,4,3.2,4,4,4,4
10,45,199,27,4,4,3.4,4,4,4,4
10,45,200,28,4,4,3.0,4,4,4,4
10,45,201,29,4,3,2.6,4,4,3,3
10,45,202,3,4,4,3.2,4,4,4,4
10,45,203,30,4,4,2.8,4,4,4,4
10,45,204,4,4,4,3.6,4,4,4,4
10,45,205,5,4,4,3.2,4,4,4,4
10,45,206,6,4,4,2.2,4,4,4,4
10,45,207,7,4,4,3.0,4,4,4,4
10,45,208,8,3,3,3.0,3,3,3,3
10,45,209,9,4,4,3.0,4,4,3,3
10,50,210,1,4,4,3.8,4,4,4,4
10,50,211,10,3,3,3.0,3,3,3,3
10,50,212,11,4,4,3.2,4,4,4,4
10,50,213,12,4,4,3.2,4,4,4,4
10,50,214,13,4,4,2.8,4,4,4,4
10,50,215,14,3,3,2.8,3,3,3,3
10,50,216,15,3,3,2.8,3,3,3,3
10,50,217,16,4,4,3.4,4,4,4,4
10,50,218,17,4,4,3.4,4,4,4,4
10,50,219,18,4,4,4.0,4,4,4,4
10,50,220,19,4,4,3.0,4,4,4,4
10,50,221,2,4,4,3.6,4,4,4,4
10,50,222,20,4,4,3.0,4,4,4,4
10,50,223,21,4,4,3.2,4,4,4,4
10,50,224,22,4,4,3.2,4,4,4,4
10,50,225,23,4,4,3.8,4,4,4,4
10,50,226,24,3,3,3.0,3,3,3,3
10,50,227,25,4,4,3.0,4,4,4,4
10,50,228,26,3,3,3.0,3,3,3,3
10,50,229,27,5,5,3.4,5,5,5,5
10,50,230,28,4,4,3.0,4,4,4,4
10,50,231,29,4,4,2.6,4,4,4,4
10,50,232,3,3,3,3.0,3,3,3,3
10,50,233,30,4,4,3.2,4,4,4,4
10,50,234,4,3,3,2.8,3,3,3,3
10,50,235,5,4,4,3.2,4,4,4,4
10,50,236,6,4,4,3.4,4,4,4,4
10,50,237,7,4,4,2.8,4,4,4,4
10,50,238,8,3,3,2.8,3,3,3,3
10,50,239,9,4,4,3.0,4,4,4,4
10,55,240,1,4,4,3.2,4,4,4,4
10,55,241,10,4,4,3.4,4,4,4,4
10,55,242,11,4,4,3.2,4,4,4,4
10,55,243,12,4,4,3.6,4,4,3,3
10,55,244,13,4,4,3.8,4,4,4,4
10,55,245,14,4,4,3.6,4,4,4,4
10,55,246,15,4,4,3.2,4,4,4,4
10,55,247,16,4,4,3.2,4,4,4,4
10,55,248,17,4,4,3.6,4,4,4,4
10,55,249,18,4,4,3.0,4,4,4,4
10,55,250,19,4,4,3.0,4,4,3,3
10,55,251,2,4,3,3.0,4,4,4,4
10,55,252,20,4,4,3.6,4,4,4,4
10,55,253,21,4,4,3.6,4,4,4,4
10,55,254,22,4,4,3.4,4,4,4,4
10,55,255,23,4,3,3.4,4,4,3,3
10,55,256,24,4,4,3.2,4,4,3,3
10,55,257,25,4,4,3.2,4,4,4,4
10,55,258,26,4,4,3.4,4,4,4,4
10,55,259,27,4,4,3.4,4,4,4,4
10,55,260,28,3,3,2.8,3,3,3,3
10,55,261,29,4,4,3.4,4,4,4,4
10,55,262,3,4,4,3.0,4,4,4,4
10,55,263,30,4,4,3.4,4,4,4,4
10,55,264,4,4,4,4.0,4,4,4,4
10,55,265,5,5,5,4.0,5,5,5,5
10,55,266,6,4,4,3.0,4,4,4,4
10,55,267,7,3,3,3.0,3,3,3,3
10,55,268,8,4,4,3.6,4,4,4,4
10,55,269,9,4,4,3.4,4,4,3,4
10,60,270,1,4,4,4.0,4,4,4,4
10,60,271,10,4,4,3.0,4,4,4,4
10,60,272,11,5,5,4.4,5,5,5,5
10,60,273,12,4,4,4.0,4,4,4,4
10,60,274,13,4,4,3.6,4,4,4,4
10,60,275,14,5,5,4.0,5,5,5,5
10,60,276,15,4,4,3.0,4,4,4,4
10,60,277,16,5,5,4.0,5,5,5,5
10,60,278,17,4,4,3.4,4,4,4,4
10,60,279,18,4,4,3.2,4,4,4,4
10,60,280,19,5,5,4.0,5,5,5,5
10,60,281,2,4,4,3.6,4,4,4,4
10,60,282,20,4,4,3.8,4,4,4,4
10,60,283,21,4,3,3.4,4,4,4,4
10,60,284,22,4,4,3.2,4,4,4,4
10,60,285,23,5,5,3.6,5,5,5,5
10,60,286,24,4,4,3.8,4,4,4,4
10,60,287,25,5,5,4.6,5,5,5,5
10,60,288,26,5,5,4.2,5,5,5,5
10,60,289,27,4,4,3.6,4,4,4,4
10,60,290,28,5,5,3.8,5,5,5,5
10,60,291,29,4,4,3.6,4,4,4,4
10,60,292,3,4,4,3.2,4,4,4,4
10,60,293,30,5,5,4.4,5,5,5,5
10,60,294,4,5,5,3.4,5,5,5,5
10,60,295,5,4,4,3.6,4,4,4,4
10,60,296,6,5,5,3.4,5,5,5,5
10,60,297,7,4,4,3.2,4,4,4,4
10,60,298,8,4,4,3.4,4,4,4,4
10,60,299,9,4,4,3.6,4,4,4,4
10,65,300,1,4,4,4.0,4,4,4,4
10,65,301,10,4,4,3.8,4,4,4,4
10,65,302,11,5,5,4.8,5,5,5,5
10,65,303,12,4,4,4.0,4,4,4,4
10,65,304,13,5,5,3.8,5,5,5,5
10,65,305,14,5,5,4.0,5,5,4,4
10,65,306,15,4,4,3.6,4,4,4,4
10,65,307,16,5,5,5.0,5,5,5,5
10,65,308,17,5,5,4.0,5,5,5,5
10,65,309,18,5,5,4.8,5,5,5,5
10,65,310,19,5,4,4.0,5,5,4,4
10,65,311,2,4,4,3.6,4,4,4,4
10,65,312,20,4,4,4.0,4,4,4,4
10,65,313,21,5,5,4.2,5,5,4,4
10,65,314,22,4,4,3.8,4,4,4,4
10,65,315,23,5,5,3.8,5,5,5,5
10,65,316,24,5,5,3.4,5,5,5,5
10,65,317,25,5,5,4.4,5,5,5,5
10,65,318,26,6,6,4.8,6,6,6,6
10,65,319,27,5,4,3.8,5,5,4,5
10,65,320,28,5,5,4.0,5,5,5,5
10,65,321,29,4,4,3.4,4,4,4,4
10,65,322,3,4,4,4.0,4,4,4,4
10,65,323,30,5,5,4.2,5,5,5,5
10,65,324,4,4,4,4.0,4,4,4,4
10,65,325,5,5,5,4.0,5,5,5,5
10,65,326,6,4,4,3.6,4,4,4,4
10,65,327,7,5,5,4.2,5,5,5,5
10,65,328,8,5,5,4.6,5,5,4,4
10,65,329,9,4,4,3.4,4,4,4,4
10,70,330,1,6,6,4.8,6,6,6,6
10,70,331,10,5,5,4.4,5,5,5,5
10,70,332,11,5,5,4.6,5,5,5,5
10,70,333,12,5,5,4.6,5,5,5,5
10,70,334,13,5,5,5.0,5,5,5,5
10,70,335,14,5,5,4.0,5,5,5,5
10,70,336,15,5,5,4.0,5,5,5,5
10,70,337,16,5,5,4.4,5,5,5,5
10,70,338,17,5,5,4.0,5,5,5,5
10,70,339,18,5,5,4.6,5,5,5,5
10,70,340,19,5,5,4.6,5,5,5,5
10,70,341,2,6,6,4.6,6,6,6,6
10,70,342,20,4,4,3.8,4,4,4,4
10,70,343,21,5,5,4.2,5,5,5,5
10,70,344,22,5,5,4.0,5,5,5,5
10,70,345,23,5,5,4.2,5,5,5,5
10,70,346,24,5,5,5.0,5,5,5,5
10,70,347,25,5,5,4.0,5,5,5,5
10,70,348,26,4,4,4.0,4,4,4,4
10,70,349,27,5,5,4.0,5,5,5,5
10,70,350,28,5,5,4.4,5,5,5,5
10,70,351,29,5,5,4.0,5,5,5,5
10,70,352,3,4,4,4.0,4,4,4,4
10,70,353,30,4,4,4.0,4,4,4,4
10,70,354,4,5,5,4.0,5,5,5,5
10,70,355,5,5,5,4.4,5,5,5,5
10,70,356,6,5,5,4.4,5,5,5,5
10,70,357,7,5,5,4.6,5,5,5,5
10,70,358,8,5,5,3.8,5,5,5,5
10,70,359,9,5,5,4.0,5,5,5,5
10,75,360,1,6,6,5.2,6,6,6,6
10,75,361,10,5,5,4.6,5,5,5,5
10,75,362,11,5,4,4.6,5,5,5,5
10,75,363,12,6,6,5.0,6,6,6,6
10,75,364,13,5,5,4.8,5,5,5,5
10,75,365,14,5,5,4.6,5,5,5,5
10,75,366,15,6,6,4.8,6,6,6,6
10,75,367,16,6,6,4.8,6,6,6,6
10,75,368,17,6,6,4.8,6,6,6,6
10,75,369,18,5,5,4.4,5,5,5,5
10,75,370,19,5,5,4.6,5,5,5,5
10,75,371,2,5,5,4.4,5,5,5,5
10,75,372,20,5,5,4.6,5,5,5,5
10,75,373,21,5,5,4.6,5,5,5,5
10,75,374,22,6,6,4.4,6,6,6,6
10,75,375,23,5,5,4.2,5,5,5,5
10,75,376,24,5,5,4.6,5,5,5,5
10,75,377,25,5,4,4.0,5,5,5,5
10,75,378,26,5,5,4.8,5,5,5,5
10,75,379,27,6,6,5.2,6,6,6,6
10,75,380,28,5,5,4.4,5,5,5,5
10,75,381,29,6,6,5.8,6,6,6,6
10,75,382,3,5,5,4.8,5,5,5,5
10,75,383,30,5,5,4.2,5,5,5,5
10,75,384,4,5,5,4.8,5,5,5,5
10,75,385,5,5,5,4.6,5,5,5,5
10,75,386,6,5,5,5.0,5,5,5,5
10,75,387,7,6,6,5.4,6,6,6,6
10,75,388,8,5,5,3.8,5,5,5,5
10,75,389,9,4,4,4.0,4,4,4,4
10,80,390,1,6,6,5.8,6,6,6,6
10,80,391,10,6,6,6.0,6,6,6,6
10,80,392,11,6,6,5.6,6,6,6,6
10,80,393,12,6,6,5.4,6,6,6,6
10,80,394,13,6,6,5.4,6,6,6,6
10,80,395,14,6,6,5.2,6,6,6,6
10,80,396,15,5,5,5.0,5,5,5,5
10,80,397,16,6,6,6.0,6,6,6,6
10,80,398,17,6,6,5.8,6,6,6,6
10,80,399,18,6,6,5.6,6,6,6,6
10,80,400,19,6,6,5.2,6,6,6,6
10,80,401,2,6,6,5.6,6,6,6,6
10,80,402,20,6,6,5.8,6,6,6,6
10,80,403,21,6,6,5.6,6,6,6,6
10,80,404,22,5,5,5.0,5,5,5,5
10,80,405,23,6,6,5.4,6,6,6,6
10,80,406,24,8,8,6.4,8,8,8,8
10,80,407,25,5,5,4.8,5,5,5,5
10,80,408,26,6,6,4.4,6,6,6,6
10,80,409,27,6,6,5.4,6,6,6,6
10,80,410,28,5,5,4.8,5,5,5,5
10,80,411,29,6,6,5.4,6,6,5,5
10,80,412,3,6,6,5.0,6,6,6,6
10,80,413,30,6,6,5.4,6,6,6,6
10,80,414,4,7,7,6.0,7,7,7,7
10,80,415,5,6,6,5.0,6,6,6,6
10,80,416,6,7,7,4.6,7,7,7,7
10,80,417,7,5,5,5.0,5,5,5,5
10,80,418,8,5,5,5.0,5,5,5,5
10,80,419,9,6,6,4.8,6,6,6,6
10,85,420,1,7,7,6.6,7,7,7,7
10,85,421,10,6,6,6.0,6,6,6,6
10,85,422,11,7,7,6.4,7,7,7,7
10,85,423,12,6,6,5.8,6,6,6,6
10,85,424,13,7,7,6.4,7,7,7,7
10,85,425,14,6,6,5.6,6,6,6,6
10,85,426,15,7,7,6.4,7,7,7,7
10,85,427,16,6,6,6.0,6,6,6,6
10,85,428,17,7,7,6.2,7,7,7,7
10,85,429,18,6,6,5.6,6,6,6,6
10,85,430,19,7,7,6.6,7,7,7,7
10,85,431,2,7,7,6.6,7,7,7,7
10,85,432,20,6,6,6.0,6,6,6,6
10,85,433,21,6,6,5.6,6,6,6,6
10,85,434,22,6,6,5.8,6,6,6,6
10,85,435,23,6,6,6.0,6,6,6,6
10,85,436,24,6,6,5.8,5,6,5,6
10,85,437,25,7,7,6.6,7,7,7,7
10,85,438,26,8,8,6.4,8,8,8,8
10,85,439,27,6,6,5.4,6,6,6,6
10,85,440,28,6,6,6.0,6,6,6,6
10,85,441,29,6,6,6.0,6,6,6,6
10,85,442,3,7,7,6.6,7,7,7,7
10,85,443,30,6,6,6.0,6,6,6,6
10,85,444,4,6,6,6.0,6,6,6,6
10,85,445,5,6,6,6.0,6,6,6,6
10,85,446,6,6,6,5.2,6,6,6,6
10,85,447,7,7,7,7.0,7,7,7,7
10,85,448,8,6,6,5.8,6,6,6,6
10,85,449,9,6,6,6.0,6,6,6,6
15,15,450,1,2,2,1.8,2,2,2,2
15,15,451,10,2,2,2.0,2,2,2,2
15,15,452,11,3,2,1.8,3,3,2,2
15,15,453,12,3,2,2.0,3,3,3,3
15,15,454,13,3,3,2.0,3,3,3,3
15,15,455,14,3,2,2.0,3,3,3,3
15,15,456,15,2,2,2.0,2,2,2,2
15,15,457,16,2,2,2.0,2,2,2,2
15,15,458,17,2,2,2.0,2,2,2,2
15,15,459,18,3,2,2.0,3,3,2,2
15,15,460,19,3,3,2.0,3,3,2,2
15,15,461,2,3,3,2.0,3,3,3,3
15,15,462,20,3,3,1.8,3,3,3,3
15,15,463,21,3,3,2.2,3,3,3,3
15,15,464,22,3,3,2.8,3,3,3,3
15,15,465,23,3,3,2.2,3,3,3,3
15,15,466,24,3,3,2.2,3,3,3,3
15,15,467,25,2,2,2.0,2,2,2,2
15,15,468,26,3,3,2.0,3,3,3,3
15,15,469,27,3,2,2.2,3,3,2,2
15,15,470,28,2,2,2.0,2,2,2,2
15,15,471,29,2,2,2.0,2,2,2,2
15,15,472,3,3,2,2.4,3,3,3,3
15,15,473,30,2,2,1.8,2,2,2,2
15,15,474,4,3,3,2.4,3,3,3,3
15,15,475,5,3,3,2.4,3,3,3,3
15,15,476,6,3,3,2.4,3,3,3,3
15,15,477,7,3,3,2.4,3,3,3,3
15,15,478,8,2,2,1.8,2,2,2,2
15,15,479,9,2,2,2.0,2,2,2,2
15,20,480,1,3,2,2.2,3,3,2,2
15,20,481,10,3,3,2.4,3,3,3,3
15,20,482,11,3,3,1.6,3,3,3,3
15,20,483,12,3,3,2.0,3,3,3,3
15,20,484,13,3,3,2.2,3,3,3,3
15,20,485,14,3,3,2.6,3,3,3,3
15,20,486,15,3,3,2.2,3,3,2,2
15,20,487,16,3,3,2.2,3,3,2,3
15,20,488,17,3,3,2.2,3,3,3,3
15,20,489,18,3,3,1.8,3,3,2,3
15,20,490,19,3,3,2.2,3,3,2,3
15,20,491,2,3,3,2.4,3,3,3,3
15,20,492,20,3,3,2.4,3,3,3,3
15,20,493,21,3,3,2.8,3,3,2,3
15,20,494,22,3,3,2.2,3,3,3,3
15,20,495,23,3,3,2.2,3,3,2,3
15,20,496,24,4,4,2.8,4,4,4,4
15,20,497,25,3,3,2.6,3,3,3,3
15,20,498,26,3,3,2.2,3,3,3,3
15,20,499,27,4,4,2.0,4,4,3,4
15,20,500,28,3,3,2.2,3,3,2,3
15,20,501,29,3,3,2.0,3,3,3,3
15,20,502,3,3,3,2.2,3,3,3,3
15,20,503,30,3,3,2.8,3,3,3,3
15,20,504,4,3,2,2.2,3,3,2,2
15,20,505,5,3,3,2.2,3,3,3,3
15,20,506,6,3,3,2.4,3,3,3,3
15,20,507,7,3,3,1.8,3,3,2,3
15,20,508,8,3,3,2.8,3,3,3,3
15,20,509,9,3,3,2.4,3,3,3,3
15,25,510,1,3,3,2.8,3,3,3,3
15,25,511,10,4,4,3.0,4,4,4,4
15,25,512,11,3,3,2.6,3,3,3,3
15,25,513,12,3,3,2.8,3,3,3,3
15,25,514,13,3,3,2.2,3,3,2,3
15,25,515,14,4,4,3.2,4,4,4,4
15,25,516,15,4,4,2.8,4,4,4,4
15,25,517,16,3,3,2.6,3,3,2,3
15,25,518,17,3,3,2.4,3,3,3,3
15,25,519,18,3,3,2.4,3,3,3,3
15,25,520,19,3,3,2.4,3,3,3,3
15,25,521,2,3,3,2.6,3,3,3,3
15,25,522,20,3,3,2.2,3,3,3,3
15,25,523,21,4,4,2.6,4,4,3,4
15,25,524,22,3,3,2.4,3,3,3,3
15,25,525,23,3,3,2.4,3,3,3,3
15,25,526,24,3,3,2.4,3,3,3,3
15,25,527,25,3,3,2.4,3,3,3,3
15,25,528,26,4,4,2.2,4,4,4,4
15,25,529,27,3,3,2.4,3,3,3,3
15,25,530,28,3,3,2.4,3,3,3,3
15,25,531,29,4,4,2.4,4,4,4,4
15,25,532,3,3,3,2.4,3,3,3,3
15,25,533,30,4,4,2.2,4,4,4,4
15,25,534,4,3,3,2.4,3,3,3,3
15,25,535,5,3,3,2.2,3,3,3,3
15,25,536,6,3,3,2.4,3,3,3,3
15,25,537,7,3,3,2.6,3,3,3,3
15,25,538,8,3,3,2.8,3,3,2,3
15,25,539,9,3,2,2.2,3,3,2,2
15,30,540,1,3,3,2.6,3,3,3,3
15,30,541,10,3,3,2.2,3,3,3,3
15,30,542,11,4,4,3.0,4,4,4,4
15,30,543,12,4,3,2.0,4,4,3,3
15,30,544,13,3,3,2.4,3,3,3,3
15,30,545,14,3,3,2.8,3,3,3,3
15,30,546,15,4,4,3.0,4,4,4,4
15,30,547,16,4,3,3.0,4,4,3,3
15,30,548,17,3,3,2.8,3,3,3,3
15,30,549,18,4,4,3.2,4,4,3,4
15,30,550,19,4,4,3.2,4,4,4,4
15,30,551,2,4,4,3.2,4,4,3,3
15,30,552,20,4,3,3.4,4,4,3,4
15,30,553,21,3,3,2.6,3,3,2,3
15,30,554,22,3,3,2.4,3,3,3,3
15,30,555,23,3,3,2.2,3,3,3,3
15,30,556,24,3,3,2.6,3,3,3,3
15,30,557,25,4,4,2.8,4,4,4,4
15,30,558,26,3,3,2.6,3,3,3,3
15,30,559,27,4,3,3.2,4,4,3,3
15,30,560,28,4,4,3.0,4,4,3,4
15,30,561,29,3,3,2.6,3,3,3,3
15,30,562,3,4,4,2.4,4,4,4,4
15,30,563,30,3,3,2.2,3,3,3,3
15,30,564,4,4,4,3.0,4,4,4,4
15,30,565,5,4,4,2.6,4,4,4,4
15,30,566,6,3,3,2.6,3,3,3,3
15,30,567,7,3,3,2.6,3,3,3,3
15,30,568,8,3,3,2.4,3,3,3,3
15,30,569,9,4,4,2.6,4,4,4,4
15,35,570,1,4,4,2.8,4,4,3,3
15,35,571,10,3,3,3.0,3,3,3,3
15,35,572,11,4,4,2.8,4,4,4,4
15,35,573,12,4,4,3.4,4,4,3,4
15,35,574,13,3,3,2.4,3,3,3,3
15,35,575,14,4,4,2.8,4,4,3,4
15,35,576,15,4,4,3.4,4,4,4,4
15,35,577,16,4,4,3.2,4,4,4,4
15,35,578,17,3,3,3.0,3,3,3,3
15,35,579,18,4,4,2.8,4,4,3,3
15,35,580,19,4,4,3.0,4,4,4,4
15,35,581,2,4,3,2.8,4,4,3,3
15,35,582,20,4,4,3.2,4,4,4,4
15,35,583,21,4,4,2.8,4,4,4,4
15,35,584,22,4,4,2.6,4,4,3,3
15,35,585,23,3,3,3.0,3,3,3,3
15,35,586,24,5,5,4.0,5,5,5,5
15,35,587,25,4,4,3.2,4,4,4,4
15,35,588,26,4,4,3.4,4,4,4,4
15,35,589,27,4,4,2.8,4,4,3,3
15,35,590,28,4,4,3.0,4,4,4,4
15,35,591,29,3,3,2.8,3,3,3,3
15,35,592,3,4,4,2.6,4,4,3,4
15,35,593,30,4,3,2.8,4,4,3,3
15,35,594,4,3,3,2.4,3,3,3,3
15,35,595,5,4,4,3.4,4,4,4,4
15,35,596,6,4,4,3.4,4,4,4,4
15,35,597,7,4,4,3.0,4,4,4,4
15,35,598,8,4,4,3.0,4,4,3,3
15,35,599,9,4,4,3.2,4,4,4,4
15,40,600,1,4,4,3.0,3,4,3,4
15,40,601,10,5,5,4.2,5,5,5,5
15,40,602,11,4,4,3.4,4,4,4,4
15,40,603,12,4,4,3.8,4,4,4,4
15,40,604,13,4,4,2.8,4,4,3,4
15,40,605,14,4,4,3.0,4,4,4,4
15,40,606,15,5,5,3.2,5,5,5,5
15,40,607,16,4,4,3.6,4,4,3,3
15,40,608,17,4,4,3.2,4,4,4,4
15,40,609,18,5,4,2.8,5,5,5,5
15,40,610,19,3,3,3.0,3,3,3,3
15,40,611,2,4,4,3.4,4,4,4,4
15,40,612,20,5,5,3.4,5,5,5,5
15,40,613,21,4,4,3.2,4,4,3,3
15,40,614,22,4,4,3.4,4,4,4,4
15,40,615,23,5,5,3.0,5,5,5,5
15,40,616,24,4,4,3.0,4,4,3,4
15,40,617,25,4,3,2.8,4,4,3,3
15,40,618,26,4,4,3.0,4,4,3,3
15,40,619,27,4,4,3.0,3,4,3,4
15,40,620,28,4,4,3.0,4,4,4,4
15,40,621,29,4,4,3.2,4,4,4,4
15,40,622,3,4,4,3.6,4,4,4,4
15,40,623,30,5,4,3.6,5,5,4,5
15,40,624,4,4,4,3.2,4,4,4,4
15,40,625,5,4,4,3.2,4,4,4,4
15,40,626,6,4,4,3.0,4,4,4,4
15,40,627,7,4,4,2.6,4,4,4,4
15,40,628,8,4,4,4.0,4,4,4,4
15,40,629,9,4,4,3.8,4,4,3,4
15,45,630,1,4,4,3.4,4,4,4,4
15,45,631,10,4,4,3.2,4,4,3,3
15,45,632,11,5,5,3.0,5,5,5,5
15,45,633,12,5,5,3.2,5,5,4,5
15,45,634,13,5,5,3.2,5,5,5,5
15,45,635,14,4,4,3.6,4,4,4,4
15,45,636,15,5,5,4.4,5,5,5,5
15,45,637,16,4,4,3.2,4,4,4,4
15,45,638,17,5,5,3.6,5,5,4,5
15,45,639,18,3,3,3.0,3,3,3,3
15,45,640,19,4,4,3.0,4,4,4,4
15,45,641,2,5,5,3.6,5,5,5,5
15,45,642,20,5,5,4.2,5,5,5,5
15,45,643,21,4,4,3.6,4,4,4,4
15,45,644,22,5,5,3.2,5,5,5,5
15,45,645,23,4,4,2.8,4,4,4,4
15,45,646,24,4,4,2.6,4,4,3,4
15,45,647,25,4,4,3.2,4,4,4,4
15,45,648,26,5,5,4.0,5,5,5,5
15,45,649,27,4,4,3.8,4,4,4,4
15,45,650,28,4,4,3.2,4,4,4,4
15,45,651,29,4,4,3.4,4,4,4,4
15,45,652,3,4,4,3.4,4,4,4,4
15,45,653,30,3,3,3.0,3,3,3,3
15,45,654,4,4,4,3.2,4,4,4,4
15,45,655,5,4,4,2.8,4,4,4,4
15,45,656,6,5,5,3.8,5,5,4,5
15,45,657,7,4,4,2.8,4,4,4,4
15,45,658,8,4,4,3.8,4,4,4,4
15,45,659,9,4,4,3.2,4,4,4,4
15,50,660,1,5,4,4.0,5,5,4,4
15,50,661,10,4,4,3.2,4,4,4,4
15,50,662,11,4,4,3.6,4,4,4,4
15,50,663,12,5,5,3.6,5,5,5,5
15,50,664,13,5,5,3.6,5,5,4,5
15,50,665,14,5,5,4.2,5,5,5,5
15,50,666,15,5,5,4.4,5,5,5,5
15,50,667,16,5,4,4.0,5,5,4,4
15,50,668,17,5,4,3.4,5,5,4,5
15,50,669,18,5,5,4.2,5,5,5,5
15,50,670,19,5,4,4.0,5,5,5,5
15,50,671,2,5,5,3.6,5,5,5,5
15,50,672,20,4,4,3.6,4,4,4,4
15,50,673,21,5,5,3.6,5,5,5,5
15,50,674,22,5,5,4.2,5,5,5,5
15,50,675,23,5,5,4.0,5,5,5,5
15,50,676,24,5,4,3.6,5,5,5,5
15,50,677,25,4,4,3.6,4,4,4,4
15,50,678,26,5,5,3.8,5,5,5,5
15,50,679,27,4,4,3.8,4,4,4,4
15,50,680,28,5,5,4.4,5,5,4,4
15,50,681,29,4,4,3.6,4,4,4,4
15,50,682,3,5,5,4.2,5,5,5,5
15,50,683,30,5,5,4.6,5,5,5,5
15,50,684,4,4,4,3.4,4,4,4,4
15,50,685,5,5,5,3.8,5,5,5,5
15,50,686,6,5,5,4.2,5,5,5,5
15,50,687,7,4,4,3.0,4,4,4,4
15,50,688,8,5,5,3.8,5,5,5,5
15,50,689,9,4,4,3.8,4,4,4,4
15,55,690,1,5,5,3.8,5,5,5,5
15,55,691,10,4,4,4.0,4,4,4,4
15,55,692,11,5,5,4.6,5,5,5,5
15,55,693,12,5,4,3.8,5,5,4,4
15,55,694,13,5,5,3.6,5,5,4,4
15,55,695,14,5,5,4.2,5,5,4,4
15,55,696,15,4,4,3.8,4,4,4,4
15,55,697,16,5,5,4.0,5,5,4,5
15,55,698,17,5,5,4.6,5,5,5,5
15,55,699,18,6,5,5.0,6,6,5,6
15,55,700,19,5,5,4.2,5,5,4,5
15,55,701,2,5,5,4.6,5,5,5,5
15,55,702,20,5,5,4.0,5,5,5,5
15,55,703,21,4,4,3.6,4,4,4,4
15,55,704,22,5,5,4.0,5,5,5,5
15,55,705,23,5,5,3.4,5,5,5,5
15,55,706,24,5,5,4.0,5,5,5,5
15,55,707,25,5,4,3.4,5,5,4,4
15,55,708,26,5,5,4.2,5,5,5,5
15,55,709,27,5,4,3.8,5,5,4,4
15,55,710,28,6,6,3.4,6,6,6,6
15,55,711,29,5,4,3.8,5,5,5,5
15,55,712,3,6,6,4.0,6,6,6,6
15,55,713,30,5,4,4.0,5,5,4,5
15,55,714,4,5,5,4.0,5,5,5,5
15,55,715,5,5,5,4.0,5,5,5,5
15,55,716,6,5,5,4.0,5,5,5,5
15,55,717,7,5,5,4.6,5,5,5,5
15,55,718,8,5,5,3.4,5,5,4,5
15,55,719,9,6,6,5.6,6,6,6,6
15,60,720,1,6,6,4.8,6,6,6,6
15,60,721,10,5,4,4.0,5,5,4,5
15,60,722,11,5,5,4.2,3,5,4,4
15,60,723,12,5,5,4.0,5,5,5,5
15,60,724,13,6,6,4.8,6,6,5,6
15,60,725,14,5,5,3.6,5,5,5,5
15,60,726,15,6,6,4.2,6,6,6,6
15,60,727,16,5,5,4.4,5,5,5,5
15,60,728,17,6,6,4.6,6,6,6,6
15,60,729,18,6,6,4.6,6,6,6,6
15,60,730,19,6,6,4.8,6,6,6,6
15,60,731,2,5,5,4.2,5,5,5,5
15,60,732,20,6,6,4.2,6,6,6,6
15,60,733,21,5,5,4.4,5,5,5,5
15,60,734,22,5,5,4.4,5,5,5,5
15,60,735,23,6,6,4.4,6,6,6,6
15,60,736,24,5,5,4.2,5,5,5,5
15,60,737,25,5,5,4.4,5,5,5,5
15,60,738,26,7,7,5.0,7,7,7,7
15,60,739,27,5,5,4.2,5,5,5,5
15,60,740,28,5,5,4.6,5,5,5,5
15,60,741,29,6,5,4.6,6,6,5,6
15,60,742,3,5,5,3.8,5,5,5,5
15,60,743,30,5,4,3.8,5,5,5,5
15,60,744,4,6,6,4.4,6,6,5,6
15,60,745,5,5,5,5.0,5,5,5,5
15,60,746,6,5,5,4.0,5,5,5,5
15,60,747,7,6,6,4.6,6,6,6,6
15,60,748,8,6,6,4.8,6,6,5,6
15,60,749,9,5,5,4.6,5,5,5,5
15,65,750,1,7,6,5.2,7,7,6,7
15,65,751,10,6,6,4.8,6,6,6,6
15,65,752,11,7,7,6.0,7,7,7,7
15,65,753,12,7,7,4.2,7,7,7,7
15,65,754,13,6,6,4.4,6,6,6,6
15,65,755,14,6,5,5.4,6,6,6,6
15,65,756,15,6,6,5.4,6,6,6,6
15,65,757,16,5,5,5.0,5,5,5,5
15,65,758,17,6,5,4.4,6,6,6,6
15,65,759,18,6,6,4.4,6,6,6,6
