num_nodes,removal_percent,graph_id,file_graph_id,true_mis,mis_min_degree,mis_random,mis_prob,mis_low_neighbor_prob,mis_prob_model,mis_low_neighbor_prob_model
5,15,0,1,2,2,1.2,2,2,2,2
5,15,1,10,2,2,1.2,2,2,2,2
5,15,2,11,2,2,1.6,2,2,2,2
5,15,3,12,2,2,1.2,2,2,2,2
5,15,4,13,2,2,1.4,2,2,2,2
5,15,5,14,2,2,1.6,2,2,2,2
5,15,6,15,2,2,1.6,2,2,2,2
5,15,7,16,2,2,1.4,2,2,2,2
5,15,8,17,2,2,1.8,2,2,2,2
5,15,9,18,2,2,1.8,2,2,2,2
5,15,10,19,2,2,1.4,2,2,2,2
5,15,11,2,2,2,1.6,2,2,2,2
5,15,12,20,2,2,1.2,2,2,2,2
5,15,13,21,2,2,1.2,2,2,2,2
5,15,14,22,2,2,1.4,2,2,2,2
5,15,15,23,2,2,1.2,2,2,2,2
5,15,16,24,2,2,1.8,2,2,2,2
5,15,17,25,2,2,1.8,2,2,2,2
5,15,18,26,2,2,1.6,2,2,2,2
5,15,19,27,2,2,1.2,2,2,2,2
5,15,20,28,2,2,1.4,2,2,2,2
5,15,21,29,2,2,1.2,2,2,2,2
5,15,22,3,2,2,1.2,2,2,2,2
5,15,23,30,2,2,1.4,2,2,2,2
5,15,24,4,2,2,1.4,2,2,2,2
5,15,25,5,2,2,1.0,2,2,2,2
5,15,26,6,2,2,1.2,2,2,2,2
5,15,27,7,2,2,1.0,2,2,2,2
5,15,28,8,2,2,1.2,2,2,2,2
5,15,29,9,2,2,1.6,2,2,2,2
5,20,30,1,2,2,1.6,2,2,2,2
5,20,31,10,2,2,1.8,2,2,2,2
5,20,32,11,2,2,1.6,2,2,2,2
5,20,33,12,2,2,1.4,2,2,2,2
5,20,34,13,2,2,1.2,2,2,2,2
5,20,35,14,2,2,1.6,2,2,2,2
5,20,36,15,2,2,1.4,2,2,2,2
5,20,37,16,2,2,1.8,2,2,2,2
5,20,38,17,2,2,1.6,2,2,2,2
5,20,39,18,2,2,1.6,2,2,2,2
5,20,40,19,2,2,1.8,2,2,2,2
5,20,41,2,2,2,1.6,2,2,2,2
5,20,42,20,2,2,1.8,2,2,2,2
5,20,43,21,2,2,1.8,2,2,2,2
5,20,44,22,2,2,1.6,2,2,2,2
5,20,45,23,2,2,1.6,2,2,2,2
5,20,46,24,2,2,1.6,2,2,2,2
5,20,47,25,2,2,1.8,2,2,2,2
5,20,48,26,2,2,1.8,2,2,2,2
5,20,49,27,2,2,2.0,2,2,2,2
5,20,50,28,2,2,1.2,2,2,2,2
5,20,51,29,2,2,2.0,2,2,2,2
5,20,52,3,2,2,1.6,2,2,2,2
5,20,53,30,2,2,1.8,2,2,2,2
5,20,54,4,2,2,1.8,2,2,2,2
5,20,55,5,2,2,2.0,2,2,2,2
5,20,56,6,2,2,1.6,2,2,2,2
5,20,57,7,2,2,1.8,2,2,2,2
5,20,58,8,2,2,1.4,2,2,2,2
5,20,59,9,2,2,1.4,2,2,2,2
5,25,60,1,2,2,2.0,2,2,2,2
5,25,61,10,2,2,2.0,2,2,2,2
5,25,62,11,2,2,1.8,2,2,2,2
5,25,63,12,2,2,1.8,2,2,2,2
5,25,64,13,2,2,2.0,2,2,2,2
5,25,65,14,2,2,1.8,2,2,2,2
5,25,66,15,2,2,2.0,2,2,2,2
5,25,67,16,2,2,1.2,2,2,2,2
5,25,68,17,2,2,1.8,2,2,2,2
5,25,69,18,2,2,1.4,2,2,2,2
5,25,70,19,2,2,1.4,2,2,2,2
5,25,71,2,2,2,1.4,2,2,2,2
5,25,72,20,2,2,1.6,2,2,2,2
5,25,73,21,2,2,1.8,2,2,2,2
5,25,74,22,2,2,2.0,2,2,2,2
5,25,75,23,2,2,1.6,2,2,2,2
5,25,76,24,2,2,1.8,2,2,2,2
5,25,77,25,2,2,1.6,2,2,2,2
5,25,78,26,2,2,1.8,2,2,2,2
5,25,79,27,2,2,1.6,2,2,2,2
5,25,80,28,2,2,1.8,2,2,2,2
5,25,81,29,2,2,1.8,2,2,2,2
5,25,82,3,2,2,1.8,2,2,2,2
5,25,83,30,2,2,1.6,2,2,2,2
5,25,84,4,2,2,1.8,2,2,2,2
5,25,85,5,2,2,1.6,2,2,2,2
5,25,86,6,2,2,1.8,2,2,2,2
5,25,87,7,2,2,1.8,2,2,2,2
5,25,88,8,2,2,2.0,2,2,2,2
5,25,89,9,2,2,1.2,2,2,2,2
5,30,90,1,2,2,2.0,2,2,2,2
5,30,91,10,2,2,1.8,2,2,2,2
5,30,92,11,2,2,1.8,2,2,2,2
5,30,93,12,2,2,1.8,2,2,2,2
5,30,94,13,2,2,2.0,2,2,2,2
5,30,95,14,2,2,2.0,2,2,2,2
5,30,96,15,2,2,2.0,2,2,2,2
5,30,97,16,2,2,1.6,2,2,2,2
5,30,98,17,2,2,1.8,2,2,2,2
5,30,99,18,2,2,1.8,2,2,2,2
5,30,100,19,2,2,2.0,2,2,2,2
5,30,101,2,2,2,2.0,2,2,2,2
5,30,102,20,2,2,2.0,2,2,2,2
5,30,103,21,2,2,2.0,2,2,2,2
5,30,104,22,2,2,2.0,2,2,2,2
5,30,105,23,2,2,1.4,2,2,2,2
5,30,106,24,2,2,1.8,2,2,2,2
5,30,107,25,2,2,1.8,2,2,2,2
5,30,108,26,2,2,2.0,2,2,2,2
5,30,109,27,2,2,2.0,2,2,2,2
5,30,110,28,2,2,2.0,2,2,2,2
5,30,111,29,2,2,1.8,2,2,2,2
5,30,112,3,2,2,1.8,2,2,2,2
5,30,113,30,2,2,1.8,2,2,2,2
5,30,114,4,2,2,2.0,2,2,2,2
5,30,115,5,2,2,2.0,2,2,2,2
5,30,116,6,2,2,1.8,2,2,2,2
5,30,117,7,2,2,2.0,2,2,2,2
5,30,118,8,2,2,2.0,2,2,2,2
5,30,119,9,2,2,2.0,2,2,2,2
5,35,120,1,2,2,2.0,2,2,2,2
5,35,121,10,2,2,1.6,2,2,2,2
5,35,122,11,2,2,2.0,2,2,2,2
5,35,123,12,2,2,1.8,2,2,2,2
5,35,124,13,2,2,1.6,2,2,2,2
5,35,125,14,2,2,2.0,2,2,2,2
5,35,126,15,2,2,1.8,2,2,2,2
5,35,127,16,2,2,2.0,2,2,2,2
5,35,128,17,2,2,1.6,2,2,2,2
5,35,129,18,2,2,2.0,2,2,2,2
5,35,130,19,2,2,1.8,2,2,2,2
5,35,131,2,2,2,2.0,2,2,2,2
5,35,132,20,2,2,1.6,2,2,2,2
5,35,133,21,2,2,2.0,2,2,2,2
5,35,134,22,2,2,2.0,2,2,2,2
5,35,135,23,2,2,1.6,2,2,2,2
5,35,136,24,2,2,1.8,2,2,2,2
5,35,137,25,2,2,1.8,2,2,2,2
5,35,138,26,2,2,2.0,2,2,2,2
5,35,139,27,2,2,2.0,2,2,2,2
5,35,140,28,2,2,2.0,2,2,2,2
5,35,141,29,2,2,2.0,2,2,2,2
5,35,142,3,2,2,2.0,2,2,2,2
5,35,143,30,2,2,1.8,2,2,2,2
5,35,144,4,3,3,3.0,3,3,3,3
5,35,145,5,2,2,2.0,2,2,2,2
5,35,146,6,2,2,1.8,2,2,2,2
5,35,147,7,2,2,1.8,2,2,2,2
5,35,148,8,2,2,2.0,2,2,2,2
5,35,149,9,2,2,1.6,2,2,2,2
5,40,150,1,3,3,2.2,3,3,3,3
5,40,151,10,2,2,2.0,2,2,2,2
5,40,152,11,2,2,1.8,2,2,2,2
5,40,153,12,2,2,2.0,2,2,2,2
5,40,154,13,2,2,1.8,2,2,2,2
5,40,155,14,3,3,2.2,3,3,3,3
5,40,156,15,2,2,2.0,2,2,2,2
5,40,157,16,2,2,2.0,2,2,2,2
5,40,158,17,2,2,2.0,2,2,2,2
5,40,159,18,3,3,2.2,3,3,3,3
5,40,160,19,3,3,2.0,3,3,3,3
5,40,161,2,2,2,2.0,2,2,2,2
5,40,162,20,2,2,2.0,2,2,2,2
5,40,163,21,2,2,2.0,2,2,2,2
5,40,164,22,2,2,2.0,2,2,2,2
5,40,165,23,2,2,2.0,2,2,2,2
5,40,166,24,2,2,2.0,2,2,2,2
5,40,167,25,2,2,2.0,2,2,2,2
5,40,168,26,3,3,2.8,3,3,3,3
5,40,169,27,2,2,2.0,2,2,2,2
5,40,170,28,3,3,2.4,3,3,3,3
5,40,171,29,2,2,2.0,2,2,2,2
5,40,172,3,2,2,2.0,2,2,2,2
5,40,173,30,2,2,2.0,2,2,2,2
5,40,174,4,3,3,3.0,3,3,3,3
5,40,175,5,3,3,2.4,3,3,3,3
5,40,176,6,3,3,2.4,3,3,3,3
5,40,177,7,3,3,2.8,3,3,3,3
5,40,178,8,2,2,2.0,2,2,2,2
5,40,179,9,2,2,2.0,2,2,2,2
5,45,180,1,3,3,2.6,3,3,3,3
5,45,181,10,3,3,2.8,3,3,3,3
5,45,182,11,3,3,2.0,3,3,3,3
5,45,183,12,2,2,2.0,2,2,2,2
5,45,184,13,2,2,2.0,2,2,2,2
5,45,185,14,2,2,2.0,2,2,2,2
5,45,186,15,2,2,2.0,2,2,2,2
5,45,187,16,2,2,2.0,2,2,2,2
5,45,188,17,3,3,2.6,3,3,3,3
5,45,189,18,2,2,2.0,2,2,2,2
5,45,190,19,3,3,2.6,3,3,3,3
5,45,191,2,3,3,2.4,3,3,3,3
5,45,192,20,2,2,2.0,2,2,2,2
5,45,193,21,2,2,1.6,2,2,2,2
5,45,194,22,3,3,2.2,3,3,3,3
5,45,195,23,2,2,2.0,2,2,2,2
5,45,196,24,2,2,2.0,2,2,2,2
5,45,197,25,3,3,2.8,3,3,3,3
5,45,198,26,3,3,2.2,3,3,3,3
5,45,199,27,3,3,2.2,3,3,3,3
5,45,200,28,2,2,2.0,2,2,2,2
5,45,201,29,2,2,1.8,2,2,2,2
5,45,202,3,2,2,2.0,2,2,2,2
5,45,203,30,2,2,2.0,2,2,2,2
5,45,204,4,2,2,2.0,2,2,2,2
5,45,205,5,2,2,2.0,2,2,2,2
5,45,206,6,2,2,2.0,2,2,2,2
5,45,207,7,2,2,2.0,2,2,2,2
5,45,208,8,3,3,2.8,3,3,3,3
5,45,209,9,2,2,2.0,2,2,2,2
5,50,210,1,2,2,2.0,2,2,2,2
5,50,211,10,2,2,2.0,2,2,2,2
5,50,212,11,2,2,2.0,2,2,2,2
5,50,213,12,2,2,2.0,2,2,2,2
5,50,214,13,2,2,2.0,2,2,2,2
5,50,215,14,3,3,3.0,3,3,3,3
5,50,216,15,2,2,2.0,2,2,2,2
5,50,217,16,3,3,2.8,3,3,3,3
5,50,218,17,2,2,2.0,2,2,2,2
5,50,219,18,2,2,2.0,2,2,2,2
5,50,220,19,3,3,2.6,3,3,3,3
5,50,221,2,3,3,2.6,3,3,3,3
5,50,222,20,2,2,2.0,2,2,2,2
