Running job on compute-0-01
Requested resources:
  - CPUs: 64
  - GPUs: 
  - Memory: 64000
Node counts to process: [70]
Removal percentages to process: [15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 65, 70, 75, 80, 85]%
Number of iterations per combination: 50
Processed generated_graphs/nodes_70/removal_60percent/graph_45.edgelist: MIS size = 10
Processed generated_graphs/nodes_70/removal_40percent/graph_8.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_40percent/graph_41.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_50percent/graph_40.edgelist: MIS size = 9
Processed generated_graphs/nodes_70/removal_15percent/graph_1.edgelist: MIS size = 4
Processed generated_graphs/nodes_70/removal_45percent/graph_9.edgelist: MIS size = 8
Processed generated_graphs/nodes_70/removal_20percent/graph_7.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_60percent/graph_34.edgelist: MIS size = 10
Processed generated_graphs/nodes_70/removal_35percent/graph_40.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_60percent/graph_24.edgelist: MIS size = 10
Processed generated_graphs/nodes_70/removal_25percent/graph_40.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_55percent/graph_35.edgelist: MIS size = 9
Processed generated_graphs/nodes_70/removal_50percent/graph_16.edgelist: MIS size = 8
Processed generated_graphs/nodes_70/removal_20percent/graph_37.edgelist: MIS size = 4
Processed generated_graphs/nodes_70/removal_55percent/graph_5.edgelist: MIS size = 10
Processed generated_graphs/nodes_70/removal_20percent/graph_28.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_55percent/graph_42.edgelist: MIS size = 10
Processed generated_graphs/nodes_70/removal_50percent/graph_15.edgelist: MIS size = 8
Processed generated_graphs/nodes_70/removal_50percent/graph_10.edgelist: MIS size = 8
Processed generated_graphs/nodes_70/removal_50percent/graph_2.edgelist: MIS size = 8
Processed generated_graphs/nodes_70/removal_50percent/graph_42.edgelist: MIS size = 8
Processed generated_graphs/nodes_70/removal_50percent/graph_1.edgelist: MIS size = 8
Processed generated_graphs/nodes_70/removal_40percent/graph_23.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_60percent/graph_49.edgelist: MIS size = 10
Processed generated_graphs/nodes_70/removal_15percent/graph_13.edgelist: MIS size = 4
Processed generated_graphs/nodes_70/removal_55percent/graph_31.edgelist: MIS size = 10
Processed generated_graphs/nodes_70/removal_20percent/graph_46.edgelist: MIS size = 4
Processed generated_graphs/nodes_70/removal_55percent/graph_39.edgelist: MIS size = 9
Processed generated_graphs/nodes_70/removal_50percent/graph_18.edgelist: MIS size = 8
Processed generated_graphs/nodes_70/removal_50percent/graph_25.edgelist: MIS size = 8
Processed generated_graphs/nodes_70/removal_20percent/graph_40.edgelist: MIS size = 4
Processed generated_graphs/nodes_70/removal_55percent/graph_43.edgelist: MIS size = 9
Processed generated_graphs/nodes_70/removal_25percent/graph_10.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_60percent/graph_13.edgelist: MIS size = 10
Processed generated_graphs/nodes_70/removal_40percent/graph_30.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_60percent/graph_4.edgelist: MIS size = 10
Processed generated_graphs/nodes_70/removal_20percent/graph_8.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_60percent/graph_37.edgelist: MIS size = 12
Processed generated_graphs/nodes_70/removal_20percent/graph_5.edgelist: MIS size = 4
Processed generated_graphs/nodes_70/removal_55percent/graph_37.edgelist: MIS size = 10
Processed generated_graphs/nodes_70/removal_35percent/graph_41.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_60percent/graph_23.edgelist: MIS size = 11
Processed generated_graphs/nodes_70/removal_40percent/graph_29.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_60percent/graph_5.edgelist: MIS size = 10
Processed generated_graphs/nodes_70/removal_20percent/graph_41.edgelist: MIS size = 4
Processed generated_graphs/nodes_70/removal_55percent/graph_41.edgelist: MIS size = 10
Processed generated_graphs/nodes_70/removal_15percent/graph_36.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_55percent/graph_17.edgelist: MIS size = 10
Processed generated_graphs/nodes_70/removal_30percent/graph_28.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_60percent/graph_18.edgelist: MIS size = 10
Processed generated_graphs/nodes_70/removal_35percent/graph_15.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_60percent/graph_31.edgelist: MIS size = 11
Processed generated_graphs/nodes_70/removal_25percent/graph_15.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_60percent/graph_10.edgelist: MIS size = 11
Processed generated_graphs/nodes_70/removal_15percent/graph_28.edgelist: MIS size = 4
Processed generated_graphs/nodes_70/removal_50percent/graph_4.edgelist: MIS size = 8
Processed generated_graphs/nodes_70/removal_60percent/graph_22.edgelist: MIS size = 11
Processed generated_graphs/nodes_70/removal_40percent/graph_3.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_60percent/graph_8.edgelist: MIS size = 10
Processed generated_graphs/nodes_70/removal_20percent/graph_19.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_60percent/graph_16.edgelist: MIS size = 10
Processed generated_graphs/nodes_70/removal_25percent/graph_50.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_60percent/graph_2.edgelist: MIS size = 11
Processed generated_graphs/nodes_70/removal_40percent/graph_26.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_60percent/graph_7.edgelist: MIS size = 11
Processed generated_graphs/nodes_70/removal_20percent/graph_23.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_60percent/graph_15.edgelist: MIS size = 11
Processed generated_graphs/nodes_70/removal_20percent/graph_15.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_60percent/graph_12.edgelist: MIS size = 11
Processed generated_graphs/nodes_70/removal_25percent/graph_13.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_60percent/graph_47.edgelist: MIS size = 10
Processed generated_graphs/nodes_70/removal_45percent/graph_19.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_60percent/graph_29.edgelist: MIS size = 10
Processed generated_graphs/nodes_70/removal_45percent/graph_23.edgelist: MIS size = 8
Processed generated_graphs/nodes_70/removal_60percent/graph_9.edgelist: MIS size = 10
Processed generated_graphs/nodes_70/removal_35percent/graph_33.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_60percent/graph_27.edgelist: MIS size = 10
Processed generated_graphs/nodes_70/removal_20percent/graph_9.edgelist: MIS size = 4
Processed generated_graphs/nodes_70/removal_60percent/graph_35.edgelist: MIS size = 10
Processed generated_graphs/nodes_70/removal_35percent/graph_1.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_60percent/graph_26.edgelist: MIS size = 10
Processed generated_graphs/nodes_70/removal_45percent/graph_8.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_60percent/graph_36.edgelist: MIS size = 10
Processed generated_graphs/nodes_70/removal_30percent/graph_3.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_60percent/graph_17.edgelist: MIS size = 9
Processed generated_graphs/nodes_70/removal_30percent/graph_37.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_60percent/graph_14.edgelist: MIS size = 11
Processed generated_graphs/nodes_70/removal_20percent/graph_43.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_60percent/graph_32.edgelist: MIS size = 10
Processed generated_graphs/nodes_70/removal_30percent/graph_5.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_60percent/graph_42.edgelist: MIS size = 10
Processed generated_graphs/nodes_70/removal_30percent/graph_41.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_60percent/graph_1.edgelist: MIS size = 10
Processed generated_graphs/nodes_70/removal_20percent/graph_38.edgelist: MIS size = 4
Processed generated_graphs/nodes_70/removal_60percent/graph_25.edgelist: MIS size = 10
Processed generated_graphs/nodes_70/removal_35percent/graph_44.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_60percent/graph_43.edgelist: MIS size = 11
Processed generated_graphs/nodes_70/removal_25percent/graph_26.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_60percent/graph_44.edgelist: MIS size = 12
Processed generated_graphs/nodes_70/removal_15percent/graph_43.edgelist: MIS size = 4
Processed generated_graphs/nodes_70/removal_55percent/graph_1.edgelist: MIS size = 9
Processed generated_graphs/nodes_70/removal_65percent/graph_30.edgelist: MIS size = 11
Processed generated_graphs/nodes_70/removal_45percent/graph_10.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_60percent/graph_30.edgelist: MIS size = 10
Processed generated_graphs/nodes_70/removal_40percent/graph_14.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_60percent/graph_48.edgelist: MIS size = 11
Processed generated_graphs/nodes_70/removal_30percent/graph_14.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_60percent/graph_50.edgelist: MIS size = 10
Processed generated_graphs/nodes_70/removal_25percent/graph_5.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_60percent/graph_40.edgelist: MIS size = 10
Processed generated_graphs/nodes_70/removal_25percent/graph_24.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_60percent/graph_39.edgelist: MIS size = 10
Processed generated_graphs/nodes_70/removal_25percent/graph_18.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_60percent/graph_38.edgelist: MIS size = 10
Processed generated_graphs/nodes_70/removal_50percent/graph_14.edgelist: MIS size = 8
Processed generated_graphs/nodes_70/removal_50percent/graph_20.edgelist: MIS size = 9
Processed generated_graphs/nodes_70/removal_25percent/graph_43.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_60percent/graph_46.edgelist: MIS size = 10
Processed generated_graphs/nodes_70/removal_25percent/graph_48.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_60percent/graph_33.edgelist: MIS size = 10
Processed generated_graphs/nodes_70/removal_30percent/graph_24.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_65percent/graph_15.edgelist: MIS size = 12
Processed generated_graphs/nodes_70/removal_50percent/graph_3.edgelist: MIS size = 8
Processed generated_graphs/nodes_70/removal_30percent/graph_1.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_60percent/graph_41.edgelist: MIS size = 10
Processed generated_graphs/nodes_70/removal_30percent/graph_8.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_60percent/graph_19.edgelist: MIS size = 10
Processed generated_graphs/nodes_70/removal_25percent/graph_28.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_60percent/graph_3.edgelist: MIS size = 11
Processed generated_graphs/nodes_70/removal_15percent/graph_17.edgelist: MIS size = 4
Processed generated_graphs/nodes_70/removal_50percent/graph_8.edgelist: MIS size = 8
Processed generated_graphs/nodes_70/removal_65percent/graph_16.edgelist: MIS size = 12
Processed generated_graphs/nodes_70/removal_15percent/graph_19.edgelist: MIS size = 4
Processed generated_graphs/nodes_70/removal_50percent/graph_6.edgelist: MIS size = 8
Processed generated_graphs/nodes_70/removal_65percent/graph_3.edgelist: MIS size = 11
Processed generated_graphs/nodes_70/removal_45percent/graph_24.edgelist: MIS size = 8
Processed generated_graphs/nodes_70/removal_65percent/graph_47.edgelist: MIS size = 12
Processed generated_graphs/nodes_70/removal_50percent/graph_34.edgelist: MIS size = 8
Processed generated_graphs/nodes_70/removal_20percent/graph_12.edgelist: MIS size = 4
Processed generated_graphs/nodes_70/removal_65percent/graph_17.edgelist: MIS size = 11
Processed generated_graphs/nodes_70/removal_30percent/graph_11.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_65percent/graph_44.edgelist: MIS size = 11
Processed generated_graphs/nodes_70/removal_45percent/graph_4.edgelist: MIS size = 8
Processed generated_graphs/nodes_70/removal_65percent/graph_13.edgelist: MIS size = 11
Processed generated_graphs/nodes_70/removal_30percent/graph_35.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_60percent/graph_20.edgelist: MIS size = 10
Processed generated_graphs/nodes_70/removal_50percent/graph_19.edgelist: MIS size = 8
Processed generated_graphs/nodes_70/removal_30percent/graph_9.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_60percent/graph_6.edgelist: MIS size = 10
Processed generated_graphs/nodes_70/removal_25percent/graph_20.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_60percent/graph_11.edgelist: MIS size = 10
Processed generated_graphs/nodes_70/removal_25percent/graph_8.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_65percent/graph_37.edgelist: MIS size = 11
Processed generated_graphs/nodes_70/removal_25percent/graph_22.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_65percent/graph_33.edgelist: MIS size = 12
Processed generated_graphs/nodes_70/removal_50percent/graph_29.edgelist: MIS size = 9
Processed generated_graphs/nodes_70/removal_50percent/graph_33.edgelist: MIS size = 8
Processed generated_graphs/nodes_70/removal_35percent/graph_29.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_65percent/graph_18.edgelist: MIS size = 12
Processed generated_graphs/nodes_70/removal_30percent/graph_20.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_65percent/graph_45.edgelist: MIS size = 11
Processed generated_graphs/nodes_70/removal_25percent/graph_33.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_65percent/graph_38.edgelist: MIS size = 12
Processed generated_graphs/nodes_70/removal_35percent/graph_38.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_65percent/graph_25.edgelist: MIS size = 11
Processed generated_graphs/nodes_70/removal_15percent/graph_5.edgelist: MIS size = 4
Processed generated_graphs/nodes_70/removal_65percent/graph_14.edgelist: MIS size = 11
Processed generated_graphs/nodes_70/removal_15percent/graph_41.edgelist: MIS size = 4
Processed generated_graphs/nodes_70/removal_65percent/graph_1.edgelist: MIS size = 11
Processed generated_graphs/nodes_70/removal_20percent/graph_11.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_65percent/graph_12.edgelist: MIS size = 11
Processed generated_graphs/nodes_70/removal_45percent/graph_47.edgelist: MIS size = 8
Processed generated_graphs/nodes_70/removal_65percent/graph_19.edgelist: MIS size = 11
Processed generated_graphs/nodes_70/removal_45percent/graph_41.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_65percent/graph_48.edgelist: MIS size = 11
Processed generated_graphs/nodes_70/removal_45percent/graph_27.edgelist: MIS size = 8
Processed generated_graphs/nodes_70/removal_65percent/graph_21.edgelist: MIS size = 11
Processed generated_graphs/nodes_70/removal_25percent/graph_25.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_70percent/graph_38.edgelist: MIS size = 13
Processed generated_graphs/nodes_70/removal_45percent/graph_34.edgelist: MIS size = 8
Processed generated_graphs/nodes_70/removal_65percent/graph_24.edgelist: MIS size = 12
Processed generated_graphs/nodes_70/removal_50percent/graph_24.edgelist: MIS size = 9
Processed generated_graphs/nodes_70/removal_35percent/graph_37.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_65percent/graph_41.edgelist: MIS size = 11
Processed generated_graphs/nodes_70/removal_20percent/graph_25.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_65percent/graph_7.edgelist: MIS size = 11
Processed generated_graphs/nodes_70/removal_20percent/graph_21.edgelist: MIS size = 4
Processed generated_graphs/nodes_70/removal_65percent/graph_29.edgelist: MIS size = 12
Processed generated_graphs/nodes_70/removal_20percent/graph_16.edgelist: MIS size = 4
Processed generated_graphs/nodes_70/removal_65percent/graph_26.edgelist: MIS size = 12
Processed generated_graphs/nodes_70/removal_25percent/graph_34.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_65percent/graph_43.edgelist: MIS size = 11
Processed generated_graphs/nodes_70/removal_20percent/graph_49.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_65percent/graph_6.edgelist: MIS size = 11
Processed generated_graphs/nodes_70/removal_45percent/graph_25.edgelist: MIS size = 8
Processed generated_graphs/nodes_70/removal_65percent/graph_31.edgelist: MIS size = 11
Processed generated_graphs/nodes_70/removal_20percent/graph_48.edgelist: MIS size = 4
Processed generated_graphs/nodes_70/removal_65percent/graph_28.edgelist: MIS size = 11
Processed generated_graphs/nodes_70/removal_45percent/graph_33.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_65percent/graph_34.edgelist: MIS size = 11
Processed generated_graphs/nodes_70/removal_15percent/graph_42.edgelist: MIS size = 4
Processed generated_graphs/nodes_70/removal_65percent/graph_46.edgelist: MIS size = 11
Processed generated_graphs/nodes_70/removal_35percent/graph_45.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_65percent/graph_35.edgelist: MIS size = 11
Processed generated_graphs/nodes_70/removal_45percent/graph_31.edgelist: MIS size = 8
Processed generated_graphs/nodes_70/removal_65percent/graph_2.edgelist: MIS size = 11
Processed generated_graphs/nodes_70/removal_30percent/graph_48.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_65percent/graph_4.edgelist: MIS size = 11
Processed generated_graphs/nodes_70/removal_35percent/graph_42.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_65percent/graph_49.edgelist: MIS size = 12
Processed generated_graphs/nodes_70/removal_20percent/graph_44.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_65percent/graph_36.edgelist: MIS size = 11
Processed generated_graphs/nodes_70/removal_40percent/graph_4.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_65percent/graph_8.edgelist: MIS size = 11
Processed generated_graphs/nodes_70/removal_45percent/graph_26.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_65percent/graph_5.edgelist: MIS size = 12
Processed generated_graphs/nodes_70/removal_20percent/graph_39.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_65percent/graph_42.edgelist: MIS size = 12
Processed generated_graphs/nodes_70/removal_15percent/graph_8.edgelist: MIS size = 4
Processed generated_graphs/nodes_70/removal_65percent/graph_22.edgelist: MIS size = 11
Processed generated_graphs/nodes_70/removal_45percent/graph_29.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_65percent/graph_32.edgelist: MIS size = 12
Processed generated_graphs/nodes_70/removal_30percent/graph_21.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_65percent/graph_40.edgelist: MIS size = 12
Processed generated_graphs/nodes_70/removal_15percent/graph_45.edgelist: MIS size = 4
Processed generated_graphs/nodes_70/removal_70percent/graph_23.edgelist: MIS size = 13
Processed generated_graphs/nodes_70/removal_25percent/graph_17.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_65percent/graph_39.edgelist: MIS size = 12
Processed generated_graphs/nodes_70/removal_15percent/graph_4.edgelist: MIS size = 4
Processed generated_graphs/nodes_70/removal_55percent/graph_10.edgelist: MIS size = 10
Processed generated_graphs/nodes_70/removal_65percent/graph_27.edgelist: MIS size = 12
Processed generated_graphs/nodes_70/removal_40percent/graph_27.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_65percent/graph_9.edgelist: MIS size = 12
Processed generated_graphs/nodes_70/removal_20percent/graph_6.edgelist: MIS size = 4
Processed generated_graphs/nodes_70/removal_65percent/graph_23.edgelist: MIS size = 12
Processed generated_graphs/nodes_70/removal_20percent/graph_35.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_65percent/graph_50.edgelist: MIS size = 12
Processed generated_graphs/nodes_70/removal_15percent/graph_11.edgelist: MIS size = 4
Processed generated_graphs/nodes_70/removal_65percent/graph_20.edgelist: MIS size = 12
