Running job on compute-3-04
Requested resources:
  - CPUs: 128
  - GPUs: 
  - Memory: 128000
Total graphs to generate: 1500
Using 192 processes for parallel graph generation.
Saved graph: Nodes=75, Removal=20%, Iteration=9
Saved graph: Nodes=75, Removal=15%, Iteration=100
Saved graph: Nodes=75, Removal=20%, Iteration=5
Saved graph: Nodes=75, Removal=15%, Iteration=16
Saved graph: Nodes=75, Removal=15%, Iteration=24
Saved graph: Nodes=75, Removal=20%, Iteration=7
Saved graph: Nodes=75, Removal=20%, Iteration=3
Saved graph: Nodes=75, Removal=15%, Iteration=96
Saved graph: Nodes=75, Removal=20%, Iteration=1
Saved graph: Nodes=75, Removal=15%, Iteration=21
Saved graph: Nodes=75, Removal=15%, Iteration=92
Saved graph: Nodes=75, Removal=15%, Iteration=93
Saved graph: Nodes=75, Removal=20%, Iteration=4
Saved graph: Nodes=75, Removal=15%, Iteration=95
Saved graph: Nodes=75, Removal=20%, Iteration=93
Saved graph: Nodes=75, Removal=15%, Iteration=84
Saved graph: Nodes=75, Removal=20%, Iteration=94
Saved graph: Nodes=75, Removal=15%, Iteration=77
Saved graph: Nodes=75, Removal=15%, Iteration=90
Saved graph: Nodes=75, Removal=20%, Iteration=6
Saved graph: Nodes=75, Removal=15%, Iteration=81
Saved graph: Nodes=75, Removal=20%, Iteration=95
Saved graph: Nodes=75, Removal=15%, Iteration=61
Saved graph: Nodes=75, Removal=20%, Iteration=96
Saved graph: Nodes=75, Removal=20%, Iteration=97
Saved graph: Nodes=75, Removal=15%, Iteration=87
Saved graph: Nodes=75, Removal=15%, Iteration=75
Saved graph: Nodes=75, Removal=20%, Iteration=98
Saved graph: Nodes=75, Removal=15%, Iteration=69
Saved graph: Nodes=75, Removal=15%, Iteration=70
Saved graph: Nodes=75, Removal=20%, Iteration=99
Saved graph: Nodes=75, Removal=20%, Iteration=8
Saved graph: Nodes=75, Removal=20%, Iteration=100
Saved graph: Nodes=75, Removal=15%, Iteration=48
Saved graph: Nodes=75, Removal=25%, Iteration=1
Saved graph: Nodes=75, Removal=15%, Iteration=25
Saved graph: Nodes=75, Removal=25%, Iteration=2
Saved graph: Nodes=75, Removal=15%, Iteration=64
Saved graph: Nodes=75, Removal=25%, Iteration=3
Saved graph: Nodes=75, Removal=25%, Iteration=4
Saved graph: Nodes=75, Removal=15%, Iteration=99
Saved graph: Nodes=75, Removal=20%, Iteration=10
Saved graph: Nodes=75, Removal=15%, Iteration=59
Saved graph: Nodes=75, Removal=25%, Iteration=6
Saved graph: Nodes=75, Removal=15%, Iteration=86
Saved graph: Nodes=75, Removal=25%, Iteration=5
Saved graph: Nodes=75, Removal=25%, Iteration=7
Saved graph: Nodes=75, Removal=20%, Iteration=2
Saved graph: Nodes=75, Removal=15%, Iteration=5
Saved graph: Nodes=75, Removal=25%, Iteration=8
Saved graph: Nodes=75, Removal=20%, Iteration=11
Saved graph: Nodes=75, Removal=15%, Iteration=67
Saved graph: Nodes=75, Removal=25%, Iteration=9
Saved graph: Nodes=75, Removal=20%, Iteration=12
Saved graph: Nodes=75, Removal=25%, Iteration=10
Saved graph: Nodes=75, Removal=15%, Iteration=60
Saved graph: Nodes=75, Removal=20%, Iteration=13
Saved graph: Nodes=75, Removal=15%, Iteration=49
Saved graph: Nodes=75, Removal=25%, Iteration=11
Saved graph: Nodes=75, Removal=20%, Iteration=14
Saved graph: Nodes=75, Removal=15%, Iteration=91
Saved graph: Nodes=75, Removal=20%, Iteration=15
Saved graph: Nodes=75, Removal=25%, Iteration=13
Saved graph: Nodes=75, Removal=25%, Iteration=12
Saved graph: Nodes=75, Removal=15%, Iteration=72
Saved graph: Nodes=75, Removal=20%, Iteration=16
Saved graph: Nodes=75, Removal=25%, Iteration=14
Saved graph: Nodes=75, Removal=15%, Iteration=97
Saved graph: Nodes=75, Removal=20%, Iteration=17
Saved graph: Nodes=75, Removal=15%, Iteration=8
Saved graph: Nodes=75, Removal=25%, Iteration=15
Saved graph: Nodes=75, Removal=20%, Iteration=18
Saved graph: Nodes=75, Removal=20%, Iteration=19
Saved graph: Nodes=75, Removal=15%, Iteration=50
Saved graph: Nodes=75, Removal=15%, Iteration=22
Saved graph: Nodes=75, Removal=25%, Iteration=16
Saved graph: Nodes=75, Removal=25%, Iteration=17
Saved graph: Nodes=75, Removal=20%, Iteration=20
Saved graph: Nodes=75, Removal=25%, Iteration=18
Saved graph: Nodes=75, Removal=15%, Iteration=63
Saved graph: Nodes=75, Removal=20%, Iteration=21
Saved graph: Nodes=75, Removal=15%, Iteration=4
Saved graph: Nodes=75, Removal=25%, Iteration=19
Saved graph: Nodes=75, Removal=20%, Iteration=22
Saved graph: Nodes=75, Removal=25%, Iteration=20
Saved graph: Nodes=75, Removal=15%, Iteration=15
Saved graph: Nodes=75, Removal=25%, Iteration=21
Saved graph: Nodes=75, Removal=20%, Iteration=23
Saved graph: Nodes=75, Removal=20%, Iteration=24
Saved graph: Nodes=75, Removal=25%, Iteration=22
Saved graph: Nodes=75, Removal=25%, Iteration=23
Saved graph: Nodes=75, Removal=25%, Iteration=24
Saved graph: Nodes=75, Removal=25%, Iteration=25
Saved graph: Nodes=75, Removal=15%, Iteration=57
Saved graph: Nodes=75, Removal=25%, Iteration=26
Saved graph: Nodes=75, Removal=15%, Iteration=58
Saved graph: Nodes=75, Removal=25%, Iteration=27
