Running job on gpu-5-11
Requested resources:
  - CPUs: 64
  - GPUs: 
  - Memory: 64000
Node counts to process: [15, 20, 25]
Removal percentages to process: [15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 65, 70, 75, 80, 85]%
Base directory: generated_graphs
Output directory: greedy_mis_results_grouped
Total tasks to process: 2250
Using 128 processes for parallel computation.
Processed generated_graphs/nodes_15/removal_20percent/graph_49.edgelist: Greedy MIS size = 3
Processed generated_graphs/nodes_15/removal_35percent/graph_17.edgelist: Greedy MIS size = 3
Processed generated_graphs/nodes_15/removal_50percent/graph_43.edgelist: Greedy MIS size = 5
Processed generated_graphs/nodes_15/removal_65percent/graph_39.edgelist: Greedy MIS size = 6
Processed generated_graphs/nodes_15/removal_80percent/graph_40.edgelist: Greedy MIS size = 9
Processed generated_graphs/nodes_20/removal_20percent/graph_45.edgelist: Greedy MIS size = 3
Processed generated_graphs/nodes_20/removal_40percent/graph_13.edgelist: Greedy MIS size = 4
Processed generated_graphs/nodes_20/removal_50percent/graph_20.edgelist: Greedy MIS size = 5
Processed generated_graphs/nodes_20/removal_60percent/graph_42.edgelist: Greedy MIS size = 5
Processed generated_graphs/nodes_20/removal_70percent/graph_47.edgelist: Greedy MIS size = 7
Processed generated_graphs/nodes_20/removal_85percent/graph_27.edgelist: Greedy MIS size = 10
Processed generated_graphs/nodes_25/removal_20percent/graph_18.edgelist: Greedy MIS size = 3
Processed generated_graphs/nodes_25/removal_30percent/graph_32.edgelist: Greedy MIS size = 4
Processed generated_graphs/nodes_25/removal_45percent/graph_32.edgelist: Greedy MIS size = 5
Processed generated_graphs/nodes_25/removal_60percent/graph_47.edgelist: Greedy MIS size = 7
Processed generated_graphs/nodes_25/removal_70percent/graph_5.edgelist: Greedy MIS size = 8
Processed generated_graphs/nodes_15/removal_20percent/graph_36.edgelist: Greedy MIS size = 2
Processed generated_graphs/nodes_15/removal_35percent/graph_36.edgelist: Greedy MIS size = 4
Processed generated_graphs/nodes_15/removal_45percent/graph_49.edgelist: Greedy MIS size = 4
Processed generated_graphs/nodes_15/removal_60percent/graph_15.edgelist: Greedy MIS size = 5
Processed generated_graphs/nodes_15/removal_70percent/graph_40.edgelist: Greedy MIS size = 6
Processed generated_graphs/nodes_15/removal_85percent/graph_21.edgelist: Greedy MIS size = 6
Processed generated_graphs/nodes_20/removal_25percent/graph_41.edgelist: Greedy MIS size = 3
Processed generated_graphs/nodes_20/removal_40percent/graph_34.edgelist: Greedy MIS size = 5
Processed generated_graphs/nodes_20/removal_55percent/graph_27.edgelist: Greedy MIS size = 6
Processed generated_graphs/nodes_20/removal_65percent/graph_45.edgelist: Greedy MIS size = 6
Processed generated_graphs/nodes_20/removal_75percent/graph_33.edgelist: Greedy MIS size = 8
Processed generated_graphs/nodes_25/removal_15percent/graph_29.edgelist: Greedy MIS size = 3
Processed generated_graphs/nodes_25/removal_30percent/graph_35.edgelist: Greedy MIS size = 4
Processed generated_graphs/nodes_25/removal_40percent/graph_14.edgelist: Greedy MIS size = 5
