Running job on compute-2-02
Requested resources:
  - CPUs: 32
  - GPUs: 
  - Memory: 24000
Skipping n=45000, coeff=1, trial=0, epsilon=0.025 as entry already exists.
Skipping n=45000, coeff=1, trial=0, epsilon=0.05 as entry already exists.
Skipping n=45000, coeff=1, trial=0, epsilon=0.075 as entry already exists.
Skipping n=45000, coeff=1, trial=0, epsilon=0.1 as entry already exists.
Skipping n=45000, coeff=1, trial=0, epsilon=0.125 as entry already exists.
Skipping n=45000, coeff=1, trial=0, epsilon=0.15 as entry already exists.
Skipping n=45000, coeff=1, trial=0, epsilon=0.175 as entry already exists.
Skipping n=45000, coeff=1, trial=0, epsilon=0.2 as entry already exists.
Skipping n=45000, coeff=1, trial=0, epsilon=0.225 as entry already exists.
Skipping n=45000, coeff=1, trial=0, epsilon=0.25 as entry already exists.
Skipping n=45000, coeff=1, trial=1, epsilon=0.025 as entry already exists.
Skipping n=45000, coeff=1, trial=1, epsilon=0.05 as entry already exists.
Skipping n=45000, coeff=1, trial=1, epsilon=0.075 as entry already exists.
Skipping n=45000, coeff=1, trial=1, epsilon=0.1 as entry already exists.
Skipping n=45000, coeff=1, trial=1, epsilon=0.125 as entry already exists.
Skipping n=45000, coeff=1, trial=1, epsilon=0.15 as entry already exists.
Skipping n=45000, coeff=1, trial=1, epsilon=0.175 as entry already exists.
Skipping n=45000, coeff=1, trial=1, epsilon=0.2 as entry already exists.
Skipping n=45000, coeff=1, trial=1, epsilon=0.225 as entry already exists.
Skipping n=45000, coeff=1, trial=1, epsilon=0.25 as entry already exists.
Skipping n=45000, coeff=1, trial=2, epsilon=0.025 as entry already exists.
Skipping n=45000, coeff=1, trial=2, epsilon=0.05 as entry already exists.
Skipping n=45000, coeff=1, trial=2, epsilon=0.075 as entry already exists.
Skipping n=45000, coeff=1, trial=2, epsilon=0.1 as entry already exists.
Skipping n=45000, coeff=1, trial=2, epsilon=0.125 as entry already exists.
Skipping n=45000, coeff=1, trial=2, epsilon=0.15 as entry already exists.
Skipping n=45000, coeff=1, trial=2, epsilon=0.175 as entry already exists.
Skipping n=45000, coeff=1, trial=2, epsilon=0.2 as entry already exists.
Skipping n=45000, coeff=1, trial=2, epsilon=0.225 as entry already exists.
Skipping n=45000, coeff=1, trial=2, epsilon=0.25 as entry already exists.
Skipping n=45000, coeff=1, trial=3, epsilon=0.025 as entry already exists.
Skipping n=45000, coeff=1, trial=3, epsilon=0.05 as entry already exists.
Skipping n=45000, coeff=1, trial=3, epsilon=0.075 as entry already exists.
Skipping n=45000, coeff=1, trial=3, epsilon=0.1 as entry already exists.
Skipping n=45000, coeff=1, trial=3, epsilon=0.125 as entry already exists.
Skipping n=45000, coeff=1, trial=3, epsilon=0.15 as entry already exists.
Skipping n=45000, coeff=1, trial=3, epsilon=0.175 as entry already exists.
Skipping n=45000, coeff=1, trial=3, epsilon=0.2 as entry already exists.
n=45000, coeff=1, trial=3, GT MIS=22622, Greedy MIS=22605, |S|=38689, Oracle MIS=22554, Improvement=-51
n=45000, coeff=1, trial=3, GT MIS=22622, Greedy MIS=22605, |S|=35392, Oracle MIS=22484, Improvement=-121
n=45000, coeff=1, trial=4, GT MIS=22631, Greedy MIS=22631, |S|=44999, Oracle MIS=22631, Improvement=0
n=45000, coeff=1, trial=4, GT MIS=22631, Greedy MIS=22631, |S|=44995, Oracle MIS=22631, Improvement=0
n=45000, coeff=1, trial=4, GT MIS=22631, Greedy MIS=22631, |S|=44973, Oracle MIS=22630, Improvement=-1
n=45000, coeff=1, trial=4, GT MIS=22631, Greedy MIS=22631, |S|=44921, Oracle MIS=22626, Improvement=-5
n=45000, coeff=1, trial=4, GT MIS=22631, Greedy MIS=22631, |S|=44717, Oracle MIS=22624, Improvement=-7
n=45000, coeff=1, trial=4, GT MIS=22631, Greedy MIS=22631, |S|=44377, Oracle MIS=22617, Improvement=-14
n=45000, coeff=1, trial=4, GT MIS=22631, Greedy MIS=22631, |S|=43257, Oracle MIS=22604, Improvement=-27
n=45000, coeff=1, trial=4, GT MIS=22631, Greedy MIS=22631, |S|=42087, Oracle MIS=22595, Improvement=-36
n=45000, coeff=1, trial=4, GT MIS=22631, Greedy MIS=22631, |S|=38876, Oracle MIS=22553, Improvement=-78
n=45000, coeff=1, trial=4, GT MIS=22631, Greedy MIS=22631, |S|=37221, Oracle MIS=22538, Improvement=-93
Skipping n=45000, coeff=2, trial=0, epsilon=0.025 as entry already exists.
Skipping n=45000, coeff=2, trial=0, epsilon=0.05 as entry already exists.
Skipping n=45000, coeff=2, trial=0, epsilon=0.075 as entry already exists.
Skipping n=45000, coeff=2, trial=0, epsilon=0.1 as entry already exists.
Skipping n=45000, coeff=2, trial=0, epsilon=0.125 as entry already exists.
Skipping n=45000, coeff=2, trial=0, epsilon=0.15 as entry already exists.
Skipping n=45000, coeff=2, trial=0, epsilon=0.175 as entry already exists.
Skipping n=45000, coeff=2, trial=0, epsilon=0.2 as entry already exists.
Skipping n=45000, coeff=2, trial=0, epsilon=0.225 as entry already exists.
Skipping n=45000, coeff=2, trial=0, epsilon=0.25 as entry already exists.
Skipping n=45000, coeff=2, trial=1, epsilon=0.025 as entry already exists.
Skipping n=45000, coeff=2, trial=1, epsilon=0.05 as entry already exists.
Skipping n=45000, coeff=2, trial=1, epsilon=0.075 as entry already exists.
Skipping n=45000, coeff=2, trial=1, epsilon=0.1 as entry already exists.
Skipping n=45000, coeff=2, trial=1, epsilon=0.125 as entry already exists.
Skipping n=45000, coeff=2, trial=1, epsilon=0.15 as entry already exists.
Skipping n=45000, coeff=2, trial=1, epsilon=0.175 as entry already exists.
Skipping n=45000, coeff=2, trial=1, epsilon=0.2 as entry already exists.
Skipping n=45000, coeff=2, trial=1, epsilon=0.225 as entry already exists.
Skipping n=45000, coeff=2, trial=1, epsilon=0.25 as entry already exists.
Skipping n=45000, coeff=2, trial=2, epsilon=0.025 as entry already exists.
Skipping n=45000, coeff=2, trial=2, epsilon=0.05 as entry already exists.
Skipping n=45000, coeff=2, trial=2, epsilon=0.075 as entry already exists.
Skipping n=45000, coeff=2, trial=2, epsilon=0.1 as entry already exists.
Skipping n=45000, coeff=2, trial=2, epsilon=0.125 as entry already exists.
Skipping n=45000, coeff=2, trial=2, epsilon=0.15 as entry already exists.
Skipping n=45000, coeff=2, trial=2, epsilon=0.175 as entry already exists.
Skipping n=45000, coeff=2, trial=2, epsilon=0.2 as entry already exists.
Skipping n=45000, coeff=2, trial=2, epsilon=0.225 as entry already exists.
Skipping n=45000, coeff=2, trial=2, epsilon=0.25 as entry already exists.
Skipping n=45000, coeff=2, trial=3, epsilon=0.025 as entry already exists.
Skipping n=45000, coeff=2, trial=3, epsilon=0.05 as entry already exists.
Skipping n=45000, coeff=2, trial=3, epsilon=0.075 as entry already exists.
Skipping n=45000, coeff=2, trial=3, epsilon=0.1 as entry already exists.
Skipping n=45000, coeff=2, trial=3, epsilon=0.125 as entry already exists.
Skipping n=45000, coeff=2, trial=3, epsilon=0.15 as entry already exists.
Skipping n=45000, coeff=2, trial=3, epsilon=0.175 as entry already exists.
Skipping n=45000, coeff=2, trial=3, epsilon=0.2 as entry already exists.
Skipping n=45000, coeff=2, trial=3, epsilon=0.225 as entry already exists.
Skipping n=45000, coeff=2, trial=3, epsilon=0.25 as entry already exists.
Skipping n=45000, coeff=2, trial=4, epsilon=0.025 as entry already exists.
Skipping n=45000, coeff=2, trial=4, epsilon=0.05 as entry already exists.
Skipping n=45000, coeff=2, trial=4, epsilon=0.075 as entry already exists.
Skipping n=45000, coeff=2, trial=4, epsilon=0.1 as entry already exists.
Skipping n=45000, coeff=2, trial=4, epsilon=0.125 as entry already exists.
Skipping n=45000, coeff=2, trial=4, epsilon=0.15 as entry already exists.
Skipping n=45000, coeff=2, trial=4, epsilon=0.175 as entry already exists.
Skipping n=45000, coeff=2, trial=4, epsilon=0.2 as entry already exists.
Skipping n=45000, coeff=2, trial=4, epsilon=0.225 as entry already exists.
Skipping n=45000, coeff=2, trial=4, epsilon=0.25 as entry already exists.
Skipping n=45000, coeff=3, trial=0, epsilon=0.025 as entry already exists.
Skipping n=45000, coeff=3, trial=0, epsilon=0.05 as entry already exists.
Skipping n=45000, coeff=3, trial=0, epsilon=0.075 as entry already exists.
Skipping n=45000, coeff=3, trial=0, epsilon=0.1 as entry already exists.
Skipping n=45000, coeff=3, trial=0, epsilon=0.125 as entry already exists.
Skipping n=45000, coeff=3, trial=0, epsilon=0.15 as entry already exists.
Skipping n=45000, coeff=3, trial=0, epsilon=0.175 as entry already exists.
Skipping n=45000, coeff=3, trial=0, epsilon=0.2 as entry already exists.
Skipping n=45000, coeff=3, trial=0, epsilon=0.225 as entry already exists.
Skipping n=45000, coeff=3, trial=0, epsilon=0.25 as entry already exists.
Skipping n=45000, coeff=3, trial=1, epsilon=0.025 as entry already exists.
Skipping n=45000, coeff=3, trial=1, epsilon=0.05 as entry already exists.
Skipping n=45000, coeff=3, trial=1, epsilon=0.075 as entry already exists.
Skipping n=45000, coeff=3, trial=1, epsilon=0.1 as entry already exists.
Skipping n=45000, coeff=3, trial=1, epsilon=0.125 as entry already exists.
Skipping n=45000, coeff=3, trial=1, epsilon=0.15 as entry already exists.
Skipping n=45000, coeff=3, trial=1, epsilon=0.175 as entry already exists.
Skipping n=45000, coeff=3, trial=1, epsilon=0.2 as entry already exists.
Skipping n=45000, coeff=3, trial=1, epsilon=0.225 as entry already exists.
Skipping n=45000, coeff=3, trial=1, epsilon=0.25 as entry already exists.
Skipping n=45000, coeff=3, trial=2, epsilon=0.025 as entry already exists.
Skipping n=45000, coeff=3, trial=2, epsilon=0.05 as entry already exists.
Skipping n=45000, coeff=3, trial=2, epsilon=0.075 as entry already exists.
Skipping n=45000, coeff=3, trial=2, epsilon=0.1 as entry already exists.
Skipping n=45000, coeff=3, trial=2, epsilon=0.125 as entry already exists.
Skipping n=45000, coeff=3, trial=2, epsilon=0.15 as entry already exists.
Skipping n=45000, coeff=3, trial=2, epsilon=0.175 as entry already exists.
Skipping n=45000, coeff=3, trial=2, epsilon=0.2 as entry already exists.
Skipping n=45000, coeff=3, trial=2, epsilon=0.225 as entry already exists.
Skipping n=45000, coeff=3, trial=2, epsilon=0.25 as entry already exists.
Skipping n=45000, coeff=3, trial=3, epsilon=0.025 as entry already exists.
Skipping n=45000, coeff=3, trial=3, epsilon=0.05 as entry already exists.
