Running job on compute-3-07
Requested resources:
  - CPUs: 32
  - GPUs: 
  - Memory: 24000
Skipping n=40000, coeff=1, trial=0, epsilon=0.025 as entry already exists.
n=40000, coeff=7, trial=1, GT MIS=20000, Greedy MIS=18990, |S|=22675, Oracle MIS=19999, Improvement=1009
n=40000, coeff=7, trial=1, GT MIS=20000, Greedy MIS=18990, |S|=20661, Oracle MIS=19999, Improvement=1009
n=40000, coeff=7, trial=2, GT MIS=20000, Greedy MIS=19464, |S|=40000, Oracle MIS=19464, Improvement=0
n=40000, coeff=7, trial=2, GT MIS=20000, Greedy MIS=19464, |S|=40000, Oracle MIS=19464, Improvement=0
n=40000, coeff=7, trial=2, GT MIS=20000, Greedy MIS=19464, |S|=40000, Oracle MIS=19464, Improvement=0
n=40000, coeff=7, trial=2, GT MIS=20000, Greedy MIS=19464, |S|=39986, Oracle MIS=19451, Improvement=-13
n=40000, coeff=7, trial=2, GT MIS=20000, Greedy MIS=19464, |S|=39798, Oracle MIS=18517, Improvement=-947
n=40000, coeff=7, trial=2, GT MIS=20000, Greedy MIS=19464, |S|=38525, Oracle MIS=19953, Improvement=489
n=40000, coeff=7, trial=2, GT MIS=20000, Greedy MIS=19464, |S|=34489, Oracle MIS=20000, Improvement=536
n=40000, coeff=7, trial=2, GT MIS=20000, Greedy MIS=19464, |S|=27968, Oracle MIS=20000, Improvement=536
n=40000, coeff=7, trial=2, GT MIS=20000, Greedy MIS=19464, |S|=22987, Oracle MIS=20000, Improvement=536
n=40000, coeff=7, trial=2, GT MIS=20000, Greedy MIS=19464, |S|=20721, Oracle MIS=20000, Improvement=536
n=40000, coeff=7, trial=3, GT MIS=20000, Greedy MIS=19607, |S|=40000, Oracle MIS=19607, Improvement=0
n=40000, coeff=7, trial=3, GT MIS=20000, Greedy MIS=19607, |S|=40000, Oracle MIS=19607, Improvement=0
n=40000, coeff=7, trial=3, GT MIS=20000, Greedy MIS=19607, |S|=40000, Oracle MIS=19607, Improvement=0
n=40000, coeff=7, trial=3, GT MIS=20000, Greedy MIS=19607, |S|=39989, Oracle MIS=19596, Improvement=-11
n=40000, coeff=7, trial=3, GT MIS=20000, Greedy MIS=19607, |S|=39794, Oracle MIS=19675, Improvement=68
n=40000, coeff=7, trial=3, GT MIS=20000, Greedy MIS=19607, |S|=38501, Oracle MIS=19940, Improvement=333
n=40000, coeff=7, trial=3, GT MIS=20000, Greedy MIS=19607, |S|=34512, Oracle MIS=20000, Improvement=393
n=40000, coeff=7, trial=3, GT MIS=20000, Greedy MIS=19607, |S|=28123, Oracle MIS=20000, Improvement=393
n=40000, coeff=7, trial=3, GT MIS=20000, Greedy MIS=19607, |S|=23087, Oracle MIS=20000, Improvement=393
n=40000, coeff=7, trial=3, GT MIS=20000, Greedy MIS=19607, |S|=20763, Oracle MIS=20000, Improvement=393
n=40000, coeff=7, trial=4, GT MIS=20000, Greedy MIS=19348, |S|=40000, Oracle MIS=19348, Improvement=0
n=40000, coeff=7, trial=4, GT MIS=20000, Greedy MIS=19348, |S|=40000, Oracle MIS=19348, Improvement=0
n=40000, coeff=7, trial=4, GT MIS=20000, Greedy MIS=19348, |S|=40000, Oracle MIS=19348, Improvement=0
n=40000, coeff=7, trial=4, GT MIS=20000, Greedy MIS=19348, |S|=39991, Oracle MIS=19340, Improvement=-8
n=40000, coeff=7, trial=4, GT MIS=20000, Greedy MIS=19348, |S|=39838, Oracle MIS=18977, Improvement=-371
n=40000, coeff=7, trial=4, GT MIS=20000, Greedy MIS=19348, |S|=38576, Oracle MIS=19872, Improvement=524
n=40000, coeff=7, trial=4, GT MIS=20000, Greedy MIS=19348, |S|=34742, Oracle MIS=20000, Improvement=652
n=40000, coeff=7, trial=4, GT MIS=20000, Greedy MIS=19348, |S|=28037, Oracle MIS=20000, Improvement=652
n=40000, coeff=7, trial=4, GT MIS=20000, Greedy MIS=19348, |S|=23074, Oracle MIS=20000, Improvement=652
n=40000, coeff=7, trial=4, GT MIS=20000, Greedy MIS=19348, |S|=20742, Oracle MIS=19999, Improvement=651
Skipping n=40000, coeff=8, trial=0, epsilon=0.025 as entry already exists.
Skipping n=40000, coeff=8, trial=0, epsilon=0.05 as entry already exists.
Skipping n=40000, coeff=8, trial=0, epsilon=0.075 as entry already exists.
Skipping n=40000, coeff=8, trial=0, epsilon=0.1 as entry already exists.
Skipping n=40000, coeff=8, trial=0, epsilon=0.125 as entry already exists.
Skipping n=40000, coeff=8, trial=0, epsilon=0.15 as entry already exists.
Skipping n=40000, coeff=8, trial=0, epsilon=0.175 as entry already exists.
Skipping n=40000, coeff=8, trial=0, epsilon=0.2 as entry already exists.
Skipping n=40000, coeff=8, trial=0, epsilon=0.225 as entry already exists.
Skipping n=40000, coeff=8, trial=0, epsilon=0.25 as entry already exists.
Skipping n=40000, coeff=8, trial=1, epsilon=0.025 as entry already exists.
Skipping n=40000, coeff=8, trial=1, epsilon=0.05 as entry already exists.
Skipping n=40000, coeff=8, trial=1, epsilon=0.075 as entry already exists.
Skipping n=40000, coeff=8, trial=1, epsilon=0.1 as entry already exists.
Skipping n=40000, coeff=8, trial=1, epsilon=0.125 as entry already exists.
Skipping n=40000, coeff=8, trial=1, epsilon=0.15 as entry already exists.
Skipping n=40000, coeff=8, trial=1, epsilon=0.175 as entry already exists.
Skipping n=40000, coeff=8, trial=1, epsilon=0.2 as entry already exists.
Skipping n=40000, coeff=8, trial=1, epsilon=0.225 as entry already exists.
Skipping n=40000, coeff=8, trial=1, epsilon=0.25 as entry already exists.
Skipping n=40000, coeff=8, trial=2, epsilon=0.025 as entry already exists.
Skipping n=40000, coeff=8, trial=2, epsilon=0.05 as entry already exists.
Skipping n=40000, coeff=8, trial=2, epsilon=0.075 as entry already exists.
Skipping n=40000, coeff=8, trial=2, epsilon=0.1 as entry already exists.
n=40000, coeff=8, trial=2, GT MIS=20000, Greedy MIS=19348, |S|=39771, Oracle MIS=19183, Improvement=-165
Skipping n=40000, coeff=8, trial=2, epsilon=0.15 as entry already exists.
Skipping n=40000, coeff=8, trial=2, epsilon=0.175 as entry already exists.
Skipping n=40000, coeff=8, trial=2, epsilon=0.2 as entry already exists.
Skipping n=40000, coeff=8, trial=2, epsilon=0.225 as entry already exists.
Skipping n=40000, coeff=8, trial=2, epsilon=0.25 as entry already exists.
Skipping n=40000, coeff=8, trial=3, epsilon=0.025 as entry already exists.
Skipping n=40000, coeff=8, trial=3, epsilon=0.05 as entry already exists.
Skipping n=40000, coeff=8, trial=3, epsilon=0.075 as entry already exists.
Skipping n=40000, coeff=8, trial=3, epsilon=0.1 as entry already exists.
Skipping n=40000, coeff=8, trial=3, epsilon=0.125 as entry already exists.
Skipping n=40000, coeff=8, trial=3, epsilon=0.15 as entry already exists.
Skipping n=40000, coeff=8, trial=3, epsilon=0.175 as entry already exists.
Skipping n=40000, coeff=8, trial=3, epsilon=0.2 as entry already exists.
Skipping n=40000, coeff=8, trial=3, epsilon=0.225 as entry already exists.
Skipping n=40000, coeff=8, trial=3, epsilon=0.25 as entry already exists.
Skipping n=40000, coeff=8, trial=4, epsilon=0.025 as entry already exists.
Skipping n=40000, coeff=8, trial=4, epsilon=0.05 as entry already exists.
Skipping n=40000, coeff=8, trial=4, epsilon=0.075 as entry already exists.
Skipping n=40000, coeff=8, trial=4, epsilon=0.1 as entry already exists.
Skipping n=40000, coeff=8, trial=4, epsilon=0.125 as entry already exists.
Skipping n=40000, coeff=8, trial=4, epsilon=0.15 as entry already exists.
Skipping n=40000, coeff=8, trial=4, epsilon=0.175 as entry already exists.
Skipping n=40000, coeff=8, trial=4, epsilon=0.2 as entry already exists.
Skipping n=40000, coeff=8, trial=4, epsilon=0.225 as entry already exists.
Skipping n=40000, coeff=8, trial=4, epsilon=0.25 as entry already exists.
Skipping n=40000, coeff=9, trial=0, epsilon=0.025 as entry already exists.
Skipping n=40000, coeff=9, trial=0, epsilon=0.05 as entry already exists.
Skipping n=40000, coeff=9, trial=0, epsilon=0.075 as entry already exists.
Skipping n=40000, coeff=9, trial=0, epsilon=0.1 as entry already exists.
Skipping n=40000, coeff=9, trial=0, epsilon=0.125 as entry already exists.
Skipping n=40000, coeff=9, trial=0, epsilon=0.15 as entry already exists.
Skipping n=40000, coeff=9, trial=0, epsilon=0.175 as entry already exists.
Skipping n=40000, coeff=9, trial=0, epsilon=0.2 as entry already exists.
Skipping n=40000, coeff=9, trial=0, epsilon=0.225 as entry already exists.
Skipping n=40000, coeff=9, trial=0, epsilon=0.25 as entry already exists.
n=40000, coeff=9, trial=1, GT MIS=20000, Greedy MIS=19544, |S|=40000, Oracle MIS=19544, Improvement=0
n=40000, coeff=9, trial=1, GT MIS=20000, Greedy MIS=19544, |S|=40000, Oracle MIS=19544, Improvement=0
n=40000, coeff=9, trial=1, GT MIS=20000, Greedy MIS=19544, |S|=39998, Oracle MIS=19544, Improvement=0
n=40000, coeff=9, trial=1, GT MIS=20000, Greedy MIS=19544, |S|=39967, Oracle MIS=19544, Improvement=0
n=40000, coeff=9, trial=1, GT MIS=20000, Greedy MIS=19544, |S|=39572, Oracle MIS=19881, Improvement=337
n=40000, coeff=9, trial=1, GT MIS=20000, Greedy MIS=19544, |S|=37229, Oracle MIS=20000, Improvement=456
n=40000, coeff=9, trial=1, GT MIS=20000, Greedy MIS=19544, |S|=31263, Oracle MIS=20000, Improvement=456
n=40000, coeff=9, trial=1, GT MIS=20000, Greedy MIS=19544, |S|=24479, Oracle MIS=20000, Improvement=456
n=40000, coeff=9, trial=1, GT MIS=20000, Greedy MIS=19544, |S|=21089, Oracle MIS=19999, Improvement=455
n=40000, coeff=9, trial=1, GT MIS=20000, Greedy MIS=19544, |S|=20152, Oracle MIS=20000, Improvement=456
n=40000, coeff=9, trial=2, GT MIS=20000, Greedy MIS=19724, |S|=40000, Oracle MIS=19724, Improvement=0
n=40000, coeff=9, trial=2, GT MIS=20000, Greedy MIS=19724, |S|=40000, Oracle MIS=19724, Improvement=0
n=40000, coeff=9, trial=2, GT MIS=20000, Greedy MIS=19724, |S|=39999, Oracle MIS=19723, Improvement=-1
n=40000, coeff=9, trial=2, GT MIS=20000, Greedy MIS=19724, |S|=39979, Oracle MIS=19680, Improvement=-44
n=40000, coeff=9, trial=2, GT MIS=20000, Greedy MIS=19724, |S|=39727, Oracle MIS=19087, Improvement=-637
n=40000, coeff=9, trial=2, GT MIS=20000, Greedy MIS=19724, |S|=37630, Oracle MIS=20000, Improvement=276
n=40000, coeff=9, trial=2, GT MIS=20000, Greedy MIS=19724, |S|=31810, Oracle MIS=20000, Improvement=276
n=40000, coeff=9, trial=2, GT MIS=20000, Greedy MIS=19724, |S|=24974, Oracle MIS=20000, Improvement=276
n=40000, coeff=9, trial=2, GT MIS=20000, Greedy MIS=19724, |S|=21264, Oracle MIS=20000, Improvement=276
n=40000, coeff=9, trial=2, GT MIS=20000, Greedy MIS=19724, |S|=20142, Oracle MIS=20000, Improvement=276
n=40000, coeff=9, trial=3, GT MIS=20000, Greedy MIS=19439, |S|=40000, Oracle MIS=19439, Improvement=0
n=40000, coeff=9, trial=3, GT MIS=20000, Greedy MIS=19439, |S|=40000, Oracle MIS=19439, Improvement=0
n=40000, coeff=9, trial=3, GT MIS=20000, Greedy MIS=19439, |S|=40000, Oracle MIS=19439, Improvement=0
n=40000, coeff=9, trial=3, GT MIS=20000, Greedy MIS=19439, |S|=39981, Oracle MIS=19370, Improvement=-69
n=40000, coeff=9, trial=3, GT MIS=20000, Greedy MIS=19439, |S|=39683, Oracle MIS=19558, Improvement=119
n=40000, coeff=9, trial=3, GT MIS=20000, Greedy MIS=19439, |S|=37581, Oracle MIS=20000, Improvement=561
n=40000, coeff=9, trial=3, GT MIS=20000, Greedy MIS=19439, |S|=31793, Oracle MIS=20000, Improvement=561
n=40000, coeff=9, trial=3, GT MIS=20000, Greedy MIS=19439, |S|=25113, Oracle MIS=20000, Improvement=561
n=40000, coeff=9, trial=3, GT MIS=20000, Greedy MIS=19439, |S|=21322, Oracle MIS=20000, Improvement=561
n=40000, coeff=9, trial=3, GT MIS=20000, Greedy MIS=19439, |S|=20195, Oracle MIS=20000, Improvement=561
n=40000, coeff=9, trial=4, GT MIS=20000, Greedy MIS=19830, |S|=40000, Oracle MIS=19830, Improvement=0
n=40000, coeff=9, trial=4, GT MIS=20000, Greedy MIS=19830, |S|=40000, Oracle MIS=19830, Improvement=0
n=40000, coeff=9, trial=4, GT MIS=20000, Greedy MIS=19830, |S|=40000, Oracle MIS=19830, Improvement=0
n=40000, coeff=9, trial=4, GT MIS=20000, Greedy MIS=19830, |S|=39990, Oracle MIS=19796, Improvement=-34
n=40000, coeff=9, trial=4, GT MIS=20000, Greedy MIS=19830, |S|=39738, Oracle MIS=19519, Improvement=-311
n=40000, coeff=9, trial=4, GT MIS=20000, Greedy MIS=19830, |S|=37785, Oracle MIS=19978, Improvement=148
n=40000, coeff=9, trial=4, GT MIS=20000, Greedy MIS=19830, |S|=32087, Oracle MIS=20000, Improvement=170
n=40000, coeff=9, trial=4, GT MIS=20000, Greedy MIS=19830, |S|=25047, Oracle MIS=20000, Improvement=170
n=40000, coeff=9, trial=4, GT MIS=20000, Greedy MIS=19830, |S|=21317, Oracle MIS=20000, Improvement=170
n=40000, coeff=9, trial=4, GT MIS=20000, Greedy MIS=19830, |S|=20174, Oracle MIS=20000, Improvement=170
n=40000, coeff=10, trial=0, GT MIS=20000, Greedy MIS=19562, |S|=40000, Oracle MIS=19562, Improvement=0
n=40000, coeff=10, trial=0, GT MIS=20000, Greedy MIS=19562, |S|=40000, Oracle MIS=19562, Improvement=0
n=40000, coeff=10, trial=0, GT MIS=20000, Greedy MIS=19562, |S|=40000, Oracle MIS=19562, Improvement=0
n=40000, coeff=10, trial=0, GT MIS=20000, Greedy MIS=19562, |S|=39979, Oracle MIS=19542, Improvement=-20
n=40000, coeff=10, trial=0, GT MIS=20000, Greedy MIS=19562, |S|=39633, Oracle MIS=19639, Improvement=77
n=40000, coeff=10, trial=0, GT MIS=20000, Greedy MIS=19562, |S|=36958, Oracle MIS=19979, Improvement=417
n=40000, coeff=10, trial=0, GT MIS=20000, Greedy MIS=19562, |S|=30470, Oracle MIS=20000, Improvement=438
n=40000, coeff=10, trial=0, GT MIS=20000, Greedy MIS=19562, |S|=23673, Oracle MIS=20000, Improvement=438
n=40000, coeff=10, trial=0, GT MIS=20000, Greedy MIS=19562, |S|=20763, Oracle MIS=20000, Improvement=438
n=40000, coeff=10, trial=0, GT MIS=20000, Greedy MIS=19562, |S|=20081, Oracle MIS=20000, Improvement=438
n=40000, coeff=10, trial=1, GT MIS=20000, Greedy MIS=19533, |S|=40000, Oracle MIS=19533, Improvement=0
n=40000, coeff=10, trial=1, GT MIS=20000, Greedy MIS=19533, |S|=40000, Oracle MIS=19533, Improvement=0
n=40000, coeff=10, trial=1, GT MIS=20000, Greedy MIS=19533, |S|=39999, Oracle MIS=19533, Improvement=0
n=40000, coeff=10, trial=1, GT MIS=20000, Greedy MIS=19533, |S|=39973, Oracle MIS=19533, Improvement=0
n=40000, coeff=10, trial=1, GT MIS=20000, Greedy MIS=19533, |S|=39489, Oracle MIS=19743, Improvement=210
n=40000, coeff=10, trial=1, GT MIS=20000, Greedy MIS=19533, |S|=36648, Oracle MIS=20000, Improvement=467
n=40000, coeff=10, trial=1, GT MIS=20000, Greedy MIS=19533, |S|=30217, Oracle MIS=20000, Improvement=467
n=40000, coeff=10, trial=1, GT MIS=20000, Greedy MIS=19533, |S|=23486, Oracle MIS=20000, Improvement=467
n=40000, coeff=10, trial=1, GT MIS=20000, Greedy MIS=19533, |S|=20633, Oracle MIS=19999, Improvement=466
n=40000, coeff=10, trial=1, GT MIS=20000, Greedy MIS=19533, |S|=20070, Oracle MIS=20000, Improvement=467
n=40000, coeff=10, trial=2, GT MIS=20000, Greedy MIS=19700, |S|=40000, Oracle MIS=19700, Improvement=0
n=40000, coeff=10, trial=2, GT MIS=20000, Greedy MIS=19700, |S|=40000, Oracle MIS=19700, Improvement=0
n=40000, coeff=10, trial=2, GT MIS=20000, Greedy MIS=19700, |S|=39998, Oracle MIS=19698, Improvement=-2
n=40000, coeff=10, trial=2, GT MIS=20000, Greedy MIS=19700, |S|=39977, Oracle MIS=19622, Improvement=-78
n=40000, coeff=10, trial=2, GT MIS=20000, Greedy MIS=19700, |S|=39626, Oracle MIS=19772, Improvement=72
n=40000, coeff=10, trial=2, GT MIS=20000, Greedy MIS=19700, |S|=37036, Oracle MIS=20000, Improvement=300
n=40000, coeff=10, trial=2, GT MIS=20000, Greedy MIS=19700, |S|=30730, Oracle MIS=20000, Improvement=300
n=40000, coeff=10, trial=2, GT MIS=20000, Greedy MIS=19700, |S|=23780, Oracle MIS=20000, Improvement=300
n=40000, coeff=10, trial=2, GT MIS=20000, Greedy MIS=19700, |S|=20770, Oracle MIS=20000, Improvement=300
n=40000, coeff=10, trial=2, GT MIS=20000, Greedy MIS=19700, |S|=20061, Oracle MIS=20000, Improvement=300
n=40000, coeff=10, trial=3, GT MIS=20000, Greedy MIS=19356, |S|=40000, Oracle MIS=19356, Improvement=0
n=40000, coeff=10, trial=3, GT MIS=20000, Greedy MIS=19356, |S|=40000, Oracle MIS=19356, Improvement=0
n=40000, coeff=10, trial=3, GT MIS=20000, Greedy MIS=19356, |S|=40000, Oracle MIS=19356, Improvement=0
n=40000, coeff=10, trial=3, GT MIS=20000, Greedy MIS=19356, |S|=39979, Oracle MIS=19306, Improvement=-50
n=40000, coeff=10, trial=3, GT MIS=20000, Greedy MIS=19356, |S|=39641, Oracle MIS=19601, Improvement=245
n=40000, coeff=10, trial=3, GT MIS=20000, Greedy MIS=19356, |S|=37048, Oracle MIS=20000, Improvement=644
n=40000, coeff=10, trial=3, GT MIS=20000, Greedy MIS=19356, |S|=30791, Oracle MIS=20000, Improvement=644
n=40000, coeff=10, trial=3, GT MIS=20000, Greedy MIS=19356, |S|=23950, Oracle MIS=20000, Improvement=644
n=40000, coeff=10, trial=3, GT MIS=20000, Greedy MIS=19356, |S|=20813, Oracle MIS=20000, Improvement=644
n=40000, coeff=10, trial=3, GT MIS=20000, Greedy MIS=19356, |S|=20096, Oracle MIS=20000, Improvement=644
n=40000, coeff=10, trial=4, GT MIS=20000, Greedy MIS=19742, |S|=40000, Oracle MIS=19742, Improvement=0
n=40000, coeff=10, trial=4, GT MIS=20000, Greedy MIS=19742, |S|=40000, Oracle MIS=19742, Improvement=0
n=40000, coeff=10, trial=4, GT MIS=20000, Greedy MIS=19742, |S|=40000, Oracle MIS=19742, Improvement=0
n=40000, coeff=10, trial=4, GT MIS=20000, Greedy MIS=19742, |S|=39987, Oracle MIS=19742, Improvement=0
n=40000, coeff=10, trial=4, GT MIS=20000, Greedy MIS=19742, |S|=39692, Oracle MIS=19832, Improvement=90
n=40000, coeff=10, trial=4, GT MIS=20000, Greedy MIS=19742, |S|=37282, Oracle MIS=20000, Improvement=258
n=40000, coeff=10, trial=4, GT MIS=20000, Greedy MIS=19742, |S|=31125, Oracle MIS=20000, Improvement=258
n=40000, coeff=10, trial=4, GT MIS=20000, Greedy MIS=19742, |S|=23968, Oracle MIS=20000, Improvement=258
n=40000, coeff=10, trial=4, GT MIS=20000, Greedy MIS=19742, |S|=20780, Oracle MIS=20000, Improvement=258
n=40000, coeff=10, trial=4, GT MIS=20000, Greedy MIS=19742, |S|=20086, Oracle MIS=20000, Improvement=258
Results saved to bipartite_experiment_results_epislons_40000.csv
