Running job on compute-3-07
Requested resources:
  - CPUs: 32
  - GPUs: 
  - Memory: 24000
Skipping n=40000, coeff=1, trial=0, epsilon=0.025 as entry already exists.
Skipping n=40000, coeff=1, trial=4, epsilon=0.05 as entry already exists.
Skipping n=40000, coeff=1, trial=4, epsilon=0.075 as entry already exists.
Skipping n=40000, coeff=1, trial=4, epsilon=0.1 as entry already exists.
Skipping n=40000, coeff=1, trial=4, epsilon=0.125 as entry already exists.
Skipping n=40000, coeff=1, trial=4, epsilon=0.15 as entry already exists.
Skipping n=40000, coeff=1, trial=4, epsilon=0.175 as entry already exists.
Skipping n=40000, coeff=1, trial=4, epsilon=0.2 as entry already exists.
n=40000, coeff=1, trial=4, GT MIS=20118, Greedy MIS=20118, |S|=34857, Oracle MIS=20050, Improvement=-68
n=40000, coeff=1, trial=4, GT MIS=20118, Greedy MIS=20118, |S|=32017, Oracle MIS=19985, Improvement=-133
Skipping n=40000, coeff=2, trial=0, epsilon=0.025 as entry already exists.
Skipping n=40000, coeff=2, trial=0, epsilon=0.05 as entry already exists.
Skipping n=40000, coeff=2, trial=0, epsilon=0.075 as entry already exists.
Skipping n=40000, coeff=2, trial=0, epsilon=0.1 as entry already exists.
Skipping n=40000, coeff=2, trial=0, epsilon=0.125 as entry already exists.
Skipping n=40000, coeff=2, trial=0, epsilon=0.15 as entry already exists.
Skipping n=40000, coeff=2, trial=0, epsilon=0.175 as entry already exists.
Skipping n=40000, coeff=2, trial=0, epsilon=0.2 as entry already exists.
Skipping n=40000, coeff=2, trial=0, epsilon=0.225 as entry already exists.
Skipping n=40000, coeff=2, trial=0, epsilon=0.25 as entry already exists.
Skipping n=40000, coeff=2, trial=1, epsilon=0.025 as entry already exists.
Skipping n=40000, coeff=2, trial=1, epsilon=0.05 as entry already exists.
Skipping n=40000, coeff=2, trial=1, epsilon=0.075 as entry already exists.
Skipping n=40000, coeff=2, trial=1, epsilon=0.1 as entry already exists.
Skipping n=40000, coeff=2, trial=1, epsilon=0.125 as entry already exists.
Skipping n=40000, coeff=2, trial=1, epsilon=0.15 as entry already exists.
Skipping n=40000, coeff=2, trial=1, epsilon=0.175 as entry already exists.
Skipping n=40000, coeff=2, trial=1, epsilon=0.2 as entry already exists.
Skipping n=40000, coeff=2, trial=1, epsilon=0.225 as entry already exists.
Skipping n=40000, coeff=2, trial=1, epsilon=0.25 as entry already exists.
Skipping n=40000, coeff=2, trial=2, epsilon=0.025 as entry already exists.
Skipping n=40000, coeff=2, trial=2, epsilon=0.05 as entry already exists.
Skipping n=40000, coeff=2, trial=2, epsilon=0.075 as entry already exists.
Skipping n=40000, coeff=2, trial=2, epsilon=0.1 as entry already exists.
Skipping n=40000, coeff=2, trial=2, epsilon=0.125 as entry already exists.
Skipping n=40000, coeff=2, trial=2, epsilon=0.15 as entry already exists.
Skipping n=40000, coeff=2, trial=2, epsilon=0.175 as entry already exists.
Skipping n=40000, coeff=2, trial=2, epsilon=0.2 as entry already exists.
Skipping n=40000, coeff=2, trial=2, epsilon=0.225 as entry already exists.
Skipping n=40000, coeff=2, trial=2, epsilon=0.25 as entry already exists.
Skipping n=40000, coeff=2, trial=3, epsilon=0.025 as entry already exists.
Skipping n=40000, coeff=2, trial=3, epsilon=0.05 as entry already exists.
Skipping n=40000, coeff=2, trial=3, epsilon=0.075 as entry already exists.
Skipping n=40000, coeff=2, trial=3, epsilon=0.1 as entry already exists.
Skipping n=40000, coeff=2, trial=3, epsilon=0.125 as entry already exists.
Skipping n=40000, coeff=2, trial=3, epsilon=0.15 as entry already exists.
Skipping n=40000, coeff=2, trial=3, epsilon=0.175 as entry already exists.
Skipping n=40000, coeff=2, trial=3, epsilon=0.2 as entry already exists.
Skipping n=40000, coeff=2, trial=3, epsilon=0.225 as entry already exists.
Skipping n=40000, coeff=2, trial=3, epsilon=0.25 as entry already exists.
Skipping n=40000, coeff=2, trial=4, epsilon=0.025 as entry already exists.
Skipping n=40000, coeff=2, trial=4, epsilon=0.05 as entry already exists.
Skipping n=40000, coeff=2, trial=4, epsilon=0.075 as entry already exists.
Skipping n=40000, coeff=2, trial=4, epsilon=0.1 as entry already exists.
Skipping n=40000, coeff=2, trial=4, epsilon=0.125 as entry already exists.
Skipping n=40000, coeff=2, trial=4, epsilon=0.15 as entry already exists.
Skipping n=40000, coeff=2, trial=4, epsilon=0.175 as entry already exists.
Skipping n=40000, coeff=2, trial=4, epsilon=0.2 as entry already exists.
Skipping n=40000, coeff=2, trial=4, epsilon=0.225 as entry already exists.
Skipping n=40000, coeff=2, trial=4, epsilon=0.25 as entry already exists.
Skipping n=40000, coeff=3, trial=0, epsilon=0.025 as entry already exists.
Skipping n=40000, coeff=3, trial=0, epsilon=0.05 as entry already exists.
Skipping n=40000, coeff=3, trial=0, epsilon=0.075 as entry already exists.
Skipping n=40000, coeff=3, trial=0, epsilon=0.1 as entry already exists.
Skipping n=40000, coeff=3, trial=0, epsilon=0.125 as entry already exists.
Skipping n=40000, coeff=3, trial=0, epsilon=0.15 as entry already exists.
Skipping n=40000, coeff=3, trial=0, epsilon=0.175 as entry already exists.
Skipping n=40000, coeff=3, trial=0, epsilon=0.2 as entry already exists.
Skipping n=40000, coeff=3, trial=0, epsilon=0.225 as entry already exists.
Skipping n=40000, coeff=3, trial=0, epsilon=0.25 as entry already exists.
Skipping n=40000, coeff=3, trial=1, epsilon=0.025 as entry already exists.
Skipping n=40000, coeff=3, trial=1, epsilon=0.05 as entry already exists.
Skipping n=40000, coeff=3, trial=1, epsilon=0.075 as entry already exists.
Skipping n=40000, coeff=3, trial=1, epsilon=0.1 as entry already exists.
Skipping n=40000, coeff=3, trial=1, epsilon=0.125 as entry already exists.
Skipping n=40000, coeff=3, trial=1, epsilon=0.15 as entry already exists.
Skipping n=40000, coeff=3, trial=1, epsilon=0.175 as entry already exists.
Skipping n=40000, coeff=3, trial=1, epsilon=0.2 as entry already exists.
Skipping n=40000, coeff=3, trial=1, epsilon=0.225 as entry already exists.
Skipping n=40000, coeff=3, trial=1, epsilon=0.25 as entry already exists.
Skipping n=40000, coeff=3, trial=2, epsilon=0.025 as entry already exists.
Skipping n=40000, coeff=3, trial=2, epsilon=0.05 as entry already exists.
Skipping n=40000, coeff=3, trial=2, epsilon=0.075 as entry already exists.
Skipping n=40000, coeff=3, trial=2, epsilon=0.1 as entry already exists.
Skipping n=40000, coeff=3, trial=2, epsilon=0.125 as entry already exists.
Skipping n=40000, coeff=3, trial=2, epsilon=0.15 as entry already exists.
Skipping n=40000, coeff=3, trial=2, epsilon=0.175 as entry already exists.
Skipping n=40000, coeff=3, trial=2, epsilon=0.2 as entry already exists.
Skipping n=40000, coeff=3, trial=2, epsilon=0.225 as entry already exists.
Skipping n=40000, coeff=3, trial=2, epsilon=0.25 as entry already exists.
Skipping n=40000, coeff=3, trial=3, epsilon=0.025 as entry already exists.
Skipping n=40000, coeff=3, trial=3, epsilon=0.05 as entry already exists.
Skipping n=40000, coeff=3, trial=3, epsilon=0.075 as entry already exists.
Skipping n=40000, coeff=3, trial=3, epsilon=0.1 as entry already exists.
Skipping n=40000, coeff=3, trial=3, epsilon=0.125 as entry already exists.
Skipping n=40000, coeff=3, trial=3, epsilon=0.15 as entry already exists.
Skipping n=40000, coeff=3, trial=3, epsilon=0.175 as entry already exists.
Skipping n=40000, coeff=3, trial=3, epsilon=0.2 as entry already exists.
Skipping n=40000, coeff=3, trial=3, epsilon=0.225 as entry already exists.
Skipping n=40000, coeff=3, trial=3, epsilon=0.25 as entry already exists.
Skipping n=40000, coeff=3, trial=4, epsilon=0.025 as entry already exists.
Skipping n=40000, coeff=3, trial=4, epsilon=0.05 as entry already exists.
Skipping n=40000, coeff=3, trial=4, epsilon=0.075 as entry already exists.
Skipping n=40000, coeff=3, trial=4, epsilon=0.1 as entry already exists.
Skipping n=40000, coeff=3, trial=4, epsilon=0.125 as entry already exists.
Skipping n=40000, coeff=3, trial=4, epsilon=0.15 as entry already exists.
Skipping n=40000, coeff=3, trial=4, epsilon=0.175 as entry already exists.
Skipping n=40000, coeff=3, trial=4, epsilon=0.2 as entry already exists.
Skipping n=40000, coeff=3, trial=4, epsilon=0.225 as entry already exists.
Skipping n=40000, coeff=3, trial=4, epsilon=0.25 as entry already exists.
Skipping n=40000, coeff=4, trial=0, epsilon=0.025 as entry already exists.
Skipping n=40000, coeff=4, trial=0, epsilon=0.05 as entry already exists.
Skipping n=40000, coeff=4, trial=0, epsilon=0.075 as entry already exists.
Skipping n=40000, coeff=4, trial=0, epsilon=0.1 as entry already exists.
Skipping n=40000, coeff=4, trial=0, epsilon=0.125 as entry already exists.
Skipping n=40000, coeff=4, trial=0, epsilon=0.15 as entry already exists.
Skipping n=40000, coeff=4, trial=0, epsilon=0.175 as entry already exists.
Skipping n=40000, coeff=4, trial=0, epsilon=0.2 as entry already exists.
Skipping n=40000, coeff=4, trial=0, epsilon=0.225 as entry already exists.
Skipping n=40000, coeff=4, trial=0, epsilon=0.25 as entry already exists.
Skipping n=40000, coeff=4, trial=1, epsilon=0.025 as entry already exists.
Skipping n=40000, coeff=4, trial=1, epsilon=0.05 as entry already exists.
Skipping n=40000, coeff=4, trial=1, epsilon=0.075 as entry already exists.
Skipping n=40000, coeff=4, trial=1, epsilon=0.1 as entry already exists.
Skipping n=40000, coeff=4, trial=1, epsilon=0.125 as entry already exists.
Skipping n=40000, coeff=4, trial=1, epsilon=0.15 as entry already exists.
Skipping n=40000, coeff=4, trial=1, epsilon=0.175 as entry already exists.
Skipping n=40000, coeff=4, trial=1, epsilon=0.2 as entry already exists.
Skipping n=40000, coeff=4, trial=1, epsilon=0.225 as entry already exists.
Skipping n=40000, coeff=4, trial=1, epsilon=0.25 as entry already exists.
Skipping n=40000, coeff=4, trial=2, epsilon=0.025 as entry already exists.
Skipping n=40000, coeff=4, trial=2, epsilon=0.05 as entry already exists.
Skipping n=40000, coeff=4, trial=2, epsilon=0.075 as entry already exists.
Skipping n=40000, coeff=4, trial=2, epsilon=0.1 as entry already exists.
Skipping n=40000, coeff=4, trial=2, epsilon=0.125 as entry already exists.
Skipping n=40000, coeff=4, trial=2, epsilon=0.15 as entry already exists.
n=40000, coeff=4, trial=2, GT MIS=20000, Greedy MIS=19142, |S|=37248, Oracle MIS=19965, Improvement=823
n=40000, coeff=4, trial=2, GT MIS=20000, Greedy MIS=19142, |S|=33376, Oracle MIS=20000, Improvement=858
n=40000, coeff=4, trial=2, GT MIS=20000, Greedy MIS=19142, |S|=28383, Oracle MIS=19999, Improvement=857
n=40000, coeff=4, trial=2, GT MIS=20000, Greedy MIS=19142, |S|=24245, Oracle MIS=19997, Improvement=855
n=40000, coeff=4, trial=3, GT MIS=20000, Greedy MIS=19496, |S|=40000, Oracle MIS=19496, Improvement=0
n=40000, coeff=4, trial=3, GT MIS=20000, Greedy MIS=19496, |S|=40000, Oracle MIS=19496, Improvement=0
n=40000, coeff=4, trial=3, GT MIS=20000, Greedy MIS=19496, |S|=39999, Oracle MIS=19495, Improvement=-1
n=40000, coeff=4, trial=3, GT MIS=20000, Greedy MIS=19496, |S|=39991, Oracle MIS=19487, Improvement=-9
n=40000, coeff=4, trial=3, GT MIS=20000, Greedy MIS=19496, |S|=39882, Oracle MIS=19309, Improvement=-187
n=40000, coeff=4, trial=3, GT MIS=20000, Greedy MIS=19496, |S|=39340, Oracle MIS=19300, Improvement=-196
n=40000, coeff=4, trial=3, GT MIS=20000, Greedy MIS=19496, |S|=37259, Oracle MIS=19828, Improvement=332
n=40000, coeff=4, trial=3, GT MIS=20000, Greedy MIS=19496, |S|=33403, Oracle MIS=19999, Improvement=503
n=40000, coeff=4, trial=3, GT MIS=20000, Greedy MIS=19496, |S|=28538, Oracle MIS=19998, Improvement=502
n=40000, coeff=4, trial=3, GT MIS=20000, Greedy MIS=19496, |S|=24355, Oracle MIS=19996, Improvement=500
n=40000, coeff=4, trial=4, GT MIS=20000, Greedy MIS=19566, |S|=40000, Oracle MIS=19566, Improvement=0
n=40000, coeff=4, trial=4, GT MIS=20000, Greedy MIS=19566, |S|=40000, Oracle MIS=19566, Improvement=0
n=40000, coeff=4, trial=4, GT MIS=20000, Greedy MIS=19566, |S|=40000, Oracle MIS=19566, Improvement=0
n=40000, coeff=4, trial=4, GT MIS=20000, Greedy MIS=19566, |S|=39989, Oracle MIS=19531, Improvement=-35
n=40000, coeff=4, trial=4, GT MIS=20000, Greedy MIS=19566, |S|=39898, Oracle MIS=19387, Improvement=-179
n=40000, coeff=4, trial=4, GT MIS=20000, Greedy MIS=19566, |S|=39361, Oracle MIS=19454, Improvement=-112
n=40000, coeff=4, trial=4, GT MIS=20000, Greedy MIS=19566, |S|=37347, Oracle MIS=19868, Improvement=302
n=40000, coeff=4, trial=4, GT MIS=20000, Greedy MIS=19566, |S|=33342, Oracle MIS=19998, Improvement=432
n=40000, coeff=4, trial=4, GT MIS=20000, Greedy MIS=19566, |S|=28490, Oracle MIS=19998, Improvement=432
n=40000, coeff=4, trial=4, GT MIS=20000, Greedy MIS=19566, |S|=24298, Oracle MIS=19998, Improvement=432
Skipping n=40000, coeff=5, trial=0, epsilon=0.025 as entry already exists.
Skipping n=40000, coeff=5, trial=0, epsilon=0.05 as entry already exists.
Skipping n=40000, coeff=5, trial=0, epsilon=0.075 as entry already exists.
Skipping n=40000, coeff=5, trial=0, epsilon=0.1 as entry already exists.
Skipping n=40000, coeff=5, trial=0, epsilon=0.125 as entry already exists.
Skipping n=40000, coeff=5, trial=0, epsilon=0.15 as entry already exists.
Skipping n=40000, coeff=5, trial=0, epsilon=0.175 as entry already exists.
Skipping n=40000, coeff=5, trial=0, epsilon=0.2 as entry already exists.
Skipping n=40000, coeff=5, trial=0, epsilon=0.225 as entry already exists.
Skipping n=40000, coeff=5, trial=0, epsilon=0.25 as entry already exists.
Skipping n=40000, coeff=5, trial=1, epsilon=0.025 as entry already exists.
Skipping n=40000, coeff=5, trial=1, epsilon=0.05 as entry already exists.
Skipping n=40000, coeff=5, trial=1, epsilon=0.075 as entry already exists.
Skipping n=40000, coeff=5, trial=1, epsilon=0.1 as entry already exists.
Skipping n=40000, coeff=5, trial=1, epsilon=0.125 as entry already exists.
Skipping n=40000, coeff=5, trial=1, epsilon=0.15 as entry already exists.
Skipping n=40000, coeff=5, trial=1, epsilon=0.175 as entry already exists.
Skipping n=40000, coeff=5, trial=1, epsilon=0.2 as entry already exists.
Skipping n=40000, coeff=5, trial=1, epsilon=0.225 as entry already exists.
Skipping n=40000, coeff=5, trial=1, epsilon=0.25 as entry already exists.
Skipping n=40000, coeff=5, trial=2, epsilon=0.025 as entry already exists.
Skipping n=40000, coeff=5, trial=2, epsilon=0.05 as entry already exists.
Skipping n=40000, coeff=5, trial=2, epsilon=0.075 as entry already exists.
Skipping n=40000, coeff=5, trial=2, epsilon=0.1 as entry already exists.
Skipping n=40000, coeff=5, trial=2, epsilon=0.125 as entry already exists.
Skipping n=40000, coeff=5, trial=2, epsilon=0.15 as entry already exists.
Skipping n=40000, coeff=5, trial=2, epsilon=0.175 as entry already exists.
Skipping n=40000, coeff=5, trial=2, epsilon=0.2 as entry already exists.
Skipping n=40000, coeff=5, trial=2, epsilon=0.225 as entry already exists.
Skipping n=40000, coeff=5, trial=2, epsilon=0.25 as entry already exists.
Skipping n=40000, coeff=5, trial=3, epsilon=0.025 as entry already exists.
Skipping n=40000, coeff=5, trial=3, epsilon=0.05 as entry already exists.
Skipping n=40000, coeff=5, trial=3, epsilon=0.075 as entry already exists.
Skipping n=40000, coeff=5, trial=3, epsilon=0.1 as entry already exists.
Skipping n=40000, coeff=5, trial=3, epsilon=0.125 as entry already exists.
Skipping n=40000, coeff=5, trial=3, epsilon=0.15 as entry already exists.
Skipping n=40000, coeff=5, trial=3, epsilon=0.175 as entry already exists.
Skipping n=40000, coeff=5, trial=3, epsilon=0.2 as entry already exists.
Skipping n=40000, coeff=5, trial=3, epsilon=0.225 as entry already exists.
Skipping n=40000, coeff=5, trial=3, epsilon=0.25 as entry already exists.
Skipping n=40000, coeff=5, trial=4, epsilon=0.025 as entry already exists.
Skipping n=40000, coeff=5, trial=4, epsilon=0.05 as entry already exists.
Skipping n=40000, coeff=5, trial=4, epsilon=0.075 as entry already exists.
Skipping n=40000, coeff=5, trial=4, epsilon=0.1 as entry already exists.
Skipping n=40000, coeff=5, trial=4, epsilon=0.125 as entry already exists.
Skipping n=40000, coeff=5, trial=4, epsilon=0.15 as entry already exists.
Skipping n=40000, coeff=5, trial=4, epsilon=0.175 as entry already exists.
Skipping n=40000, coeff=5, trial=4, epsilon=0.2 as entry already exists.
Skipping n=40000, coeff=5, trial=4, epsilon=0.225 as entry already exists.
Skipping n=40000, coeff=5, trial=4, epsilon=0.25 as entry already exists.
Skipping n=40000, coeff=6, trial=0, epsilon=0.025 as entry already exists.
Skipping n=40000, coeff=6, trial=0, epsilon=0.05 as entry already exists.
Skipping n=40000, coeff=6, trial=0, epsilon=0.075 as entry already exists.
Skipping n=40000, coeff=6, trial=0, epsilon=0.1 as entry already exists.
Skipping n=40000, coeff=6, trial=0, epsilon=0.125 as entry already exists.
Skipping n=40000, coeff=6, trial=0, epsilon=0.15 as entry already exists.
Skipping n=40000, coeff=6, trial=0, epsilon=0.175 as entry already exists.
Skipping n=40000, coeff=6, trial=0, epsilon=0.2 as entry already exists.
n=40000, coeff=6, trial=0, GT MIS=20000, Greedy MIS=19353, |S|=24347, Oracle MIS=20000, Improvement=647
n=40000, coeff=6, trial=0, GT MIS=20000, Greedy MIS=19353, |S|=21219, Oracle MIS=20000, Improvement=647
n=40000, coeff=6, trial=1, GT MIS=20000, Greedy MIS=19758, |S|=40000, Oracle MIS=19758, Improvement=0
n=40000, coeff=6, trial=1, GT MIS=20000, Greedy MIS=19758, |S|=40000, Oracle MIS=19758, Improvement=0
n=40000, coeff=6, trial=1, GT MIS=20000, Greedy MIS=19758, |S|=40000, Oracle MIS=19758, Improvement=0
n=40000, coeff=6, trial=1, GT MIS=20000, Greedy MIS=19758, |S|=39986, Oracle MIS=19717, Improvement=-41
n=40000, coeff=6, trial=1, GT MIS=20000, Greedy MIS=19758, |S|=39781, Oracle MIS=19379, Improvement=-379
n=40000, coeff=6, trial=1, GT MIS=20000, Greedy MIS=19758, |S|=38579, Oracle MIS=19876, Improvement=118
n=40000, coeff=6, trial=1, GT MIS=20000, Greedy MIS=19758, |S|=35240, Oracle MIS=20000, Improvement=242
n=40000, coeff=6, trial=1, GT MIS=20000, Greedy MIS=19758, |S|=29235, Oracle MIS=19999, Improvement=241
n=40000, coeff=6, trial=1, GT MIS=20000, Greedy MIS=19758, |S|=24030, Oracle MIS=19999, Improvement=241
n=40000, coeff=6, trial=1, GT MIS=20000, Greedy MIS=19758, |S|=21153, Oracle MIS=19998, Improvement=240
n=40000, coeff=6, trial=2, GT MIS=20000, Greedy MIS=19663, |S|=40000, Oracle MIS=19663, Improvement=0
n=40000, coeff=6, trial=2, GT MIS=20000, Greedy MIS=19663, |S|=40000, Oracle MIS=19663, Improvement=0
n=40000, coeff=6, trial=2, GT MIS=20000, Greedy MIS=19663, |S|=40000, Oracle MIS=19663, Improvement=0
n=40000, coeff=6, trial=2, GT MIS=20000, Greedy MIS=19663, |S|=39987, Oracle MIS=19636, Improvement=-27
n=40000, coeff=6, trial=2, GT MIS=20000, Greedy MIS=19663, |S|=39827, Oracle MIS=19410, Improvement=-253
n=40000, coeff=6, trial=2, GT MIS=20000, Greedy MIS=19663, |S|=38842, Oracle MIS=19703, Improvement=40
n=40000, coeff=6, trial=2, GT MIS=20000, Greedy MIS=19663, |S|=35545, Oracle MIS=20000, Improvement=337
n=40000, coeff=6, trial=2, GT MIS=20000, Greedy MIS=19663, |S|=29682, Oracle MIS=20000, Improvement=337
n=40000, coeff=6, trial=2, GT MIS=20000, Greedy MIS=19663, |S|=24399, Oracle MIS=20000, Improvement=337
n=40000, coeff=6, trial=2, GT MIS=20000, Greedy MIS=19663, |S|=21247, Oracle MIS=20000, Improvement=337
n=40000, coeff=6, trial=3, GT MIS=20000, Greedy MIS=19208, |S|=40000, Oracle MIS=19208, Improvement=0
n=40000, coeff=6, trial=3, GT MIS=20000, Greedy MIS=19208, |S|=40000, Oracle MIS=19208, Improvement=0
n=40000, coeff=6, trial=3, GT MIS=20000, Greedy MIS=19208, |S|=40000, Oracle MIS=19208, Improvement=0
n=40000, coeff=6, trial=3, GT MIS=20000, Greedy MIS=19208, |S|=39992, Oracle MIS=19208, Improvement=0
n=40000, coeff=6, trial=3, GT MIS=20000, Greedy MIS=19208, |S|=39840, Oracle MIS=19208, Improvement=0
n=40000, coeff=6, trial=3, GT MIS=20000, Greedy MIS=19208, |S|=38804, Oracle MIS=19817, Improvement=609
n=40000, coeff=6, trial=3, GT MIS=20000, Greedy MIS=19208, |S|=35601, Oracle MIS=20000, Improvement=792
n=40000, coeff=6, trial=3, GT MIS=20000, Greedy MIS=19208, |S|=29856, Oracle MIS=20000, Improvement=792
n=40000, coeff=6, trial=3, GT MIS=20000, Greedy MIS=19208, |S|=24564, Oracle MIS=20000, Improvement=792
n=40000, coeff=6, trial=3, GT MIS=20000, Greedy MIS=19208, |S|=21309, Oracle MIS=19999, Improvement=791
n=40000, coeff=6, trial=4, GT MIS=20000, Greedy MIS=19115, |S|=40000, Oracle MIS=19115, Improvement=0
n=40000, coeff=6, trial=4, GT MIS=20000, Greedy MIS=19115, |S|=40000, Oracle MIS=19115, Improvement=0
n=40000, coeff=6, trial=4, GT MIS=20000, Greedy MIS=19115, |S|=40000, Oracle MIS=19115, Improvement=0
n=40000, coeff=6, trial=4, GT MIS=20000, Greedy MIS=19115, |S|=39990, Oracle MIS=19115, Improvement=0
n=40000, coeff=6, trial=4, GT MIS=20000, Greedy MIS=19115, |S|=39863, Oracle MIS=19115, Improvement=0
n=40000, coeff=6, trial=4, GT MIS=20000, Greedy MIS=19115, |S|=38868, Oracle MIS=19757, Improvement=642
n=40000, coeff=6, trial=4, GT MIS=20000, Greedy MIS=19115, |S|=35791, Oracle MIS=19989, Improvement=874
n=40000, coeff=6, trial=4, GT MIS=20000, Greedy MIS=19115, |S|=29735, Oracle MIS=20000, Improvement=885
n=40000, coeff=6, trial=4, GT MIS=20000, Greedy MIS=19115, |S|=24495, Oracle MIS=20000, Improvement=885
n=40000, coeff=6, trial=4, GT MIS=20000, Greedy MIS=19115, |S|=21332, Oracle MIS=19997, Improvement=882
n=40000, coeff=7, trial=0, GT MIS=20000, Greedy MIS=19490, |S|=40000, Oracle MIS=19490, Improvement=0
n=40000, coeff=7, trial=0, GT MIS=20000, Greedy MIS=19490, |S|=40000, Oracle MIS=19490, Improvement=0
n=40000, coeff=7, trial=0, GT MIS=20000, Greedy MIS=19490, |S|=39998, Oracle MIS=19488, Improvement=-2
n=40000, coeff=7, trial=0, GT MIS=20000, Greedy MIS=19490, |S|=39990, Oracle MIS=19480, Improvement=-10
n=40000, coeff=7, trial=0, GT MIS=20000, Greedy MIS=19490, |S|=39782, Oracle MIS=19191, Improvement=-299
n=40000, coeff=7, trial=0, GT MIS=20000, Greedy MIS=19490, |S|=38480, Oracle MIS=19807, Improvement=317
n=40000, coeff=7, trial=0, GT MIS=20000, Greedy MIS=19490, |S|=34361, Oracle MIS=20000, Improvement=510
n=40000, coeff=7, trial=0, GT MIS=20000, Greedy MIS=19490, |S|=27836, Oracle MIS=20000, Improvement=510
n=40000, coeff=7, trial=0, GT MIS=20000, Greedy MIS=19490, |S|=22937, Oracle MIS=20000, Improvement=510
n=40000, coeff=7, trial=0, GT MIS=20000, Greedy MIS=19490, |S|=20708, Oracle MIS=20000, Improvement=510
n=40000, coeff=7, trial=1, GT MIS=20000, Greedy MIS=18990, |S|=40000, Oracle MIS=18990, Improvement=0
n=40000, coeff=7, trial=1, GT MIS=20000, Greedy MIS=18990, |S|=40000, Oracle MIS=18990, Improvement=0
n=40000, coeff=7, trial=1, GT MIS=20000, Greedy MIS=18990, |S|=40000, Oracle MIS=18990, Improvement=0
n=40000, coeff=7, trial=1, GT MIS=20000, Greedy MIS=18990, |S|=39983, Oracle MIS=18956, Improvement=-34
n=40000, coeff=7, trial=1, GT MIS=20000, Greedy MIS=18990, |S|=39700, Oracle MIS=19375, Improvement=385
n=40000, coeff=7, trial=1, GT MIS=20000, Greedy MIS=18990, |S|=38204, Oracle MIS=19924, Improvement=934
n=40000, coeff=7, trial=1, GT MIS=20000, Greedy MIS=18990, |S|=34095, Oracle MIS=20000, Improvement=1010
n=40000, coeff=7, trial=1, GT MIS=20000, Greedy MIS=18990, |S|=27479, Oracle MIS=20000, Improvement=1010
