Coefficient,Nodes,Trial,Epsilon,Seed,GroundTruth_MIS,Greedy_MIS,Size_S,Oracle_MIS,Improvement
1.0,80000,0,0.025,0,40149,40149,80000,40149,0
1.0,80000,0,0.05,0,40149,40149,79997,40148,-1
1.0,80000,0,0.075,0,40149,40149,79978,40147,-2
1.0,80000,0,0.1,0,40149,40149,79921,40146,-3
1.0,80000,0,0.125,0,40149,40149,79657,40141,-8
1.0,80000,0,0.15,0,40149,40149,78829,40133,-16
1.0,80000,0,0.175,0,40149,40149,77117,40100,-49
1.0,80000,0,0.2,0,40149,40149,74314,40081,-68
1.0,80000,0,0.225,0,40149,40149,70224,40046,-103
1.0,80000,0,0.25,0,40149,40149,64806,39951,-198
1.0,80000,1,0.025,42,40154,40154,79999,40154,0
1.0,80000,1,0.05,42,40154,40154,79998,40154,0
1.0,80000,1,0.075,42,40154,40154,79976,40152,-2
1.0,80000,1,0.1,42,40154,40154,79919,40152,-2
1.0,80000,1,0.125,42,40154,40154,79656,40150,-4
1.0,80000,1,0.15,42,40154,40154,78798,40137,-17
1.0,80000,1,0.175,42,40154,40154,77085,40116,-38
1.0,80000,1,0.2,42,40154,40154,74145,40094,-60
1.0,80000,1,0.225,42,40154,40154,70109,40052,-102
1.0,80000,1,0.25,42,40154,40154,64876,39954,-200
1.0,80000,2,0.025,84,40139,40139,80000,40139,0
1.0,80000,2,0.05,84,40139,40139,80000,40139,0
1.0,80000,2,0.075,84,40139,40139,79976,40138,-1
1.0,80000,2,0.1,84,40139,40139,79861,40134,-5
1.0,80000,2,0.125,84,40139,40139,79641,40133,-6
1.0,80000,2,0.15,84,40139,40139,78782,40115,-24
1.0,80000,2,0.175,84,40139,40139,77199,40094,-45
1.0,80000,2,0.2,84,40139,40139,74402,40076,-63
1.0,80000,2,0.225,84,40139,40139,70276,40024,-115
1.0,80000,2,0.25,84,40139,40139,64859,39943,-196
1.0,80000,3,0.025,126,40158,40158,80000,40158,0
1.0,80000,3,0.05,126,40158,40158,79998,40158,0
1.0,80000,3,0.075,126,40158,40158,79970,40156,-2
1.0,80000,3,0.1,126,40158,40158,79918,40158,0
1.0,80000,3,0.125,126,40158,40158,79636,40153,-5
1.0,80000,3,0.15,126,40158,40158,78793,40146,-12
1.0,80000,3,0.175,126,40158,40158,77057,40123,-35
1.0,80000,3,0.2,126,40158,40158,74280,40114,-44
1.0,80000,3,0.225,126,40158,40158,70231,40051,-107
2.0,80000,0,0.025,0,40002,37723,80000,37723,0
1.0,80000,3,0.25,126,40158,40158,64935,39958,-200
3.0,80000,0,0.025,0,40000,39533,80000,39533,0
2.0,80000,0,0.05,0,40002,37723,80000,37723,0
1.0,80000,4,0.025,168,40149,40149,80000,40149,0
5.0,80000,0,0.025,0,40000,39425,80000,39425,0
4.0,80000,0,0.025,0,40000,38494,80000,38494,0
3.0,80000,0,0.05,0,40000,39533,80000,39533,0
1.0,80000,4,0.05,168,40149,40149,79997,40147,-2
5.0,80000,0,0.05,0,40000,39425,80000,39425,0
2.0,80000,0,0.075,0,40002,37723,79997,37723,0
4.0,80000,0,0.05,0,40000,38494,80000,38494,0
